city,county,state,ev_count,bev_count,phev_count,bev_ratio,phev_ratio,required_chargers,high_demand,centroid_lat,centroid_lon
Port Ludlow,Jefferson,WA,228,167,61,0.7324561403508771,0.2675438596491228,12,1,47.92989,-122.68475
Port Orchard,Kitsap,WA,1683,1268,415,0.7534165181224005,0.24658348187759951,85,1,47.521305258467024,-122.66388108140225
Port Townsend,Jefferson,WA,812,584,228,0.7192118226600985,0.28078817733990147,41,1,48.1210652955665,-122.7726308004926
Portland,Multnomah,OR,6,5,1,0.8333333333333334,0.16666666666666666,1,0,45.520785,-122.60963666666667
Portsmouth,Portsmouth,VA,2,0,2,0.0,1.0,1,0,36.82981,-76.34389
Portsmouth,Rockingham,NH,2,2,0,1.0,0.0,1,0,43.07496,-70.76509
Post Falls,Kootenai,ID,2,2,0,1.0,0.0,1,0,47.71189,-116.9481
Potomac,Montgomery,MD,1,0,1,0.0,1.0,1,0,39.01796,-77.20884
Poulsbo,Kitsap,WA,1046,771,275,0.737093690248566,0.26290630975143403,53,1,47.73688496175909,-122.64671976099426
Pouslbo,Kitsap,WA,6,5,1,0.8333333333333334,0.16666666666666666,1,0,47.736889999999995,-122.64681
Prattville,Autauga,AL,3,1,2,0.3333333333333333,0.6666666666666666,1,0,32.461756666666666,-86.44115
Prescott,Walla Walla,WA,2,2,0,1.0,0.0,1,0,46.29961,-118.31243
Preston,King,WA,39,31,8,0.7948717948717948,0.20512820512820512,2,0,47.536090256410255,-122.00491051282053
Preston,New London,CT,1,0,1,0.0,1.0,1,0,41.52951,-71.98967
Princeton,Mercer,NJ,1,0,1,0.0,1.0,1,0,40.37524,-74.60896
Pros,Benton,WA,1,1,0,1.0,0.0,1,0,46.20663,-119.76904
Prosser,Benton,WA,109,83,26,0.7614678899082569,0.23853211009174313,6,1,46.20663,-119.76904
Prosser,Yakima,WA,1,1,0,1.0,0.0,1,0,46.20663,-119.76904
Providence,Providence,RI,1,1,0,1.0,0.0,1,0,41.81497,-71.44666
Pullman,Whitman,WA,407,279,128,0.6855036855036855,0.3144963144963145,21,1,46.73015,-117.18147
Puyallup,Pierce,WA,2112,1645,467,0.7788825757575758,0.22111742424242425,106,1,47.154192850378784,-122.28961636363636
Quilcene,Jefferson,WA,62,49,13,0.7903225806451613,0.20967741935483872,4,1,47.82642,-122.8775
Quinault,Grays Harbor,WA,5,3,2,0.6,0.4,1,0,47.46807,-123.84618
Quincy,Douglas,WA,1,1,0,1.0,0.0,1,0,47.23748,-119.85338
Quincy,Grant,WA,150,117,33,0.78,0.22,8,1,47.23748,-119.85338000000002
Raeford,Hoke,NC,1,1,0,1.0,0.0,1,0,34.9786,-79.22405
Rainier,Thurston,WA,83,56,27,0.6746987951807228,0.3253012048192771,5,1,46.88897,-122.68993
Rancho Cucamonga,San Bernardino,CA,1,1,0,1.0,0.0,1,0,34.10942,-117.53441
Randle,Lewis,WA,7,3,4,0.42857142857142855,0.5714285714285714,1,0,46.53534,-121.95584999999998
Rathdrum,Kootenai,ID,1,0,1,0.0,1.0,1,0,47.81137,-116.89644
Ravensdale,King,WA,130,102,28,0.7846153846153846,0.2153846153846154,7,1,47.355500615384614,-121.98620261538463
Raymond,Pacific,WA,41,30,11,0.7317073170731707,0.2682926829268293,3,0,46.68867,-123.72994
Reardan,Lincoln,WA,6,5,1,0.8333333333333334,0.16666666666666666,1,0,47.66951,-117.87704000000001
Reardan,Spokane,WA,4,2,2,0.5,0.5,1,0,47.66951,-117.87704
Redmond,King,WA,8653,7539,1114,0.8712585230555877,0.12874147694441235,433,1,47.681674658499944,-122.1066532520513
Redwood City,San Mateo,CA,1,1,0,1.0,0.0,1,0,37.4845,-122.22772
Renton,King,WA,6893,5216,1677,0.7567097054983316,0.24329029450166836,345,1,47.470953103148126,-122.15615817060787
Republic,Ferry,WA,17,11,6,0.6470588235294118,0.35294117647058826,1,0,48.64426,-118.73748
Reston,Fairfax,VA,1,0,1,0.0,1.0,1,0,38.95979,-77.35453
Rice,Stevens,WA,7,5,2,0.7142857142857143,0.2857142857142857,1,0,48.42934,-118.16165
Rich,Benton,WA,1,1,0,1.0,0.0,1,0,46.27391,-119.27372
Richland,Benton,WA,1431,1027,404,0.7176799440950384,0.28232005590496156,72,1,46.28521389238295,-119.2724467085954
Ridgefield,Clark,WA,1301,1007,294,0.7740199846272099,0.22598001537279017,66,1,45.81539,-122.74595
Rineyville,Hardin,KY,1,1,0,1.0,0.0,1,0,37.75035,-85.971
Rio Rico,Santa Cruz,AZ,1,1,0,1.0,0.0,1,0,31.47521,-110.98234
Ritzville,Adams,WA,26,18,8,0.6923076923076923,0.3076923076923077,2,0,47.1274,-118.37977
Riverside,Okanogan,WA,4,3,1,0.75,0.25,1,0,48.50119,-119.50853
Riverside,Riverside,CA,2,2,0,1.0,0.0,1,0,33.913595,-117.48814
Rochester,Beaver,PA,1,1,0,1.0,0.0,1,0,40.70122,-80.2858
Rochester,Lewis,WA,11,7,4,0.6363636363636364,0.36363636363636365,1,0,46.82175,-123.08743
Rochester,Olmsted,MN,1,1,0,1.0,0.0,1,0,44.03008,-92.47868
Rochester,Thurston,WA,152,111,41,0.7302631578947368,0.26973684210526316,8,1,46.82175,-123.08743
Rock Island,Douglas,WA,23,17,6,0.7391304347826086,0.2608695652173913,2,0,47.37163,-120.14545
Rockford,Spokane,WA,7,7,0,1.0,0.0,1,0,47.45227,-117.13261
Rockport,Skagit,WA,1,1,0,1.0,0.0,1,0,48.48758,-121.59274
Ronald,Kittitas,WA,64,50,14,0.78125,0.21875,4,1,47.23781,-121.02627
Roosevelt,Klickitat,WA,1,0,1,0.0,1.0,1,0,45.823,-120.82545
Rosalia,Spokane,WA,2,2,0,1.0,0.0,1,0,47.23445,-117.37046
Rosalia,Whitman,WA,10,6,4,0.6,0.4,1,0,47.23445,-117.37046000000001
Rosburg,Wahkiakum,WA,4,3,1,0.75,0.25,1,0,46.33397,-123.6386
Roseville,Placer,CA,3,3,0,1.0,0.0,1,0,38.79001,-121.30522
Roslyn,Kittitas,WA,30,25,5,0.8333333333333334,0.16666666666666666,2,0,47.226721999999995,-120.99808333333334
Roy,Pierce,WA,187,144,43,0.7700534759358288,0.22994652406417113,10,1,47.00328,-122.54332
Royal City,Grant,WA,30,24,6,0.8,0.2,2,0,46.90248,-119.63136
Ruston,Pierce,WA,43,30,13,0.6976744186046512,0.3023255813953488,3,0,47.29238,-122.51134
Ryderwood,Cowlitz,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,46.37331,-123.04373
Sacramento,Sacramento,CA,1,1,0,1.0,0.0,1,0,38.6244,-121.49839
Saginaw,Saginaw,MI,1,0,1,0.0,1.0,1,0,43.44477,-84.02466
Saint Jacob,Madison,IL,1,1,0,1.0,0.0,1,0,38.71617,-89.76838
Saint Louis,St. Louis,MO,2,2,0,1.0,0.0,1,0,38.68848,-90.26094
Saint Marys,Camden,GA,1,1,0,1.0,0.0,1,0,30.73115,-81.54609
Saint Robert,Pulaski,MO,1,1,0,1.0,0.0,1,0,37.82245,-92.14145
Salem,Polk,OR,2,1,1,0.5,0.5,1,0,44.94726,-123.0566
Salkum,Lewis,WA,5,5,0,1.0,0.0,1,0,46.53186,-122.6306
Salt Lake City,Salt Lake,UT,2,0,2,0.0,1.0,1,0,40.658885,-111.93832
Sammamish,King,WA,7021,6126,895,0.8725252812989602,0.12747471870103974,352,1,47.60075613445378,-122.0243654393961
San Antonio,Bexar,TX,1,1,0,1.0,0.0,1,0,29.44539,-98.72277
San Antonio,Medina,TX,1,1,0,1.0,0.0,1,0,29.44539,-98.72277
San Carlos,San Mateo,CA,1,0,1,0.0,1.0,1,0,37.50494,-122.26281
San Diego,San Diego,CA,17,13,4,0.7647058823529411,0.23529411764705882,1,0,32.730787647058825,-117.16278529411765
San Francisco,San Francisco,CA,4,3,1,0.75,0.25,1,0,37.7368625,-122.4547575
San Jose,Santa Clara,CA,4,3,1,0.75,0.25,1,0,37.3279075,-121.93395749999999
San Juan Is,San Juan,WA,2,2,0,1.0,0.0,1,0,48.53448,-123.01648
San Mateo,San Mateo,CA,1,1,0,1.0,0.0,1,0,37.55646,-122.32988
San Rafael,Marin,CA,1,0,1,0.0,1.0,1,0,37.97463,-122.53289
Sanford,Harnett,NC,1,1,0,1.0,0.0,1,0,35.45329,-79.14692
Santa Clara,Santa Clara,CA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,37.35496,-121.97340000000001
Sarasota,Sarasota,FL,1,1,0,1.0,0.0,1,0,27.27335,-82.559
Saratoga Springs,Saratoga,NY,1,0,1,0.0,1.0,1,0,43.08412,-73.78441
Scottsdale,Maricopa,AZ,4,2,2,0.5,0.5,1,0,33.5726575,-111.923425
Seabeck,Kitsap,WA,136,99,37,0.7279411764705882,0.27205882352941174,7,1,47.64509,-122.81585000000001
Seaside,Monterey,CA,5,3,2,0.6,0.4,1,0,36.60404,-121.85349999999998
Seatac,King,WA,1728,1073,655,0.6209490740740741,0.37905092592592593,87,1,47.448277054398154,-122.31261842592593
Seattle,King,AP,3,2,1,0.6666666666666666,0.3333333333333333,1,0,47.67857999999999,-122.13158
Seattle,King,BC,2,1,1,0.5,0.5,1,0,47.67858,-122.13158
Seattle,King,NS,1,1,0,1.0,0.0,1,0,47.67858,-122.13158
Seattle,King,WA,39768,31703,8065,0.797198752766043,0.20280124723395695,1989,1,47.63093462004627,-122.33795873692415
Seaview,Pacific,WA,11,5,6,0.45454545454545453,0.5454545454545454,1,0,46.333639999999995,-124.05117909090909
Sedro Woolley,Skagit,WA,19,13,6,0.6842105263157895,0.3157894736842105,1,0,48.50858,-122.23857000000001
Sedro Woolley,Whatcom,WA,56,43,13,0.7678571428571429,0.23214285714285715,3,1,48.50858,-122.23857
Sedro-Woolley,Skagit,WA,273,190,83,0.6959706959706959,0.304029304029304,14,1,48.50858,-122.23856999999998
Sekiu,Clallam,WA,6,4,2,0.6666666666666666,0.3333333333333333,1,0,48.25978,-124.30041
Selah,Yakima,WA,152,114,38,0.75,0.25,8,1,46.65405,-120.53144999999999
Sequim,Clallam,WA,816,581,235,0.7120098039215687,0.28799019607843135,41,1,48.07965,-123.10367
Sequim,Jefferson,WA,11,7,4,0.6363636363636364,0.36363636363636365,1,0,48.07965000000001,-123.10366999999998
Seven Bays,Lincoln,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,47.654050000000005,-118.14913
Shaw Island,San Juan,WA,17,11,6,0.6470588235294118,0.35294117647058826,1,0,48.58348,-122.92990999999999
Shelton,Mason,WA,594,424,170,0.7138047138047138,0.28619528619528617,30,1,47.21248,-123.10565
Shoreline,King,WA,2720,2215,505,0.8143382352941176,0.18566176470588236,136,1,47.73185345955882,-122.34445334558824
Shoreline,Snohomish,WA,3,3,0,1.0,0.0,1,0,47.72238000000001,-122.36498
Shreveport,Caddo,LA,1,1,0,1.0,0.0,1,0,32.4169,-93.69821
Silver Creek,Lewis,WA,14,10,4,0.7142857142857143,0.2857142857142857,1,0,46.527930000000005,-122.60209
Silver Lake,Cowlitz,WA,1,1,0,1.0,0.0,1,0,46.29694,-122.8112
Silverdale,Kitsap,WA,552,433,119,0.7844202898550725,0.21557971014492755,28,1,47.65431697463769,-122.69370072463768
Silverlake,Cowlitz,WA,34,26,8,0.7647058823529411,0.23529411764705882,2,0,46.29694,-122.81119999999999
Skamokawa,Wahkiakum,WA,9,8,1,0.8888888888888888,0.1111111111111111,1,0,46.2716,-123.45797
Skokie,Cook,IL,1,1,0,1.0,0.0,1,0,42.02634,-87.75545
Skykomish,King,WA,8,7,1,0.875,0.125,1,0,47.71192,-121.35912
Smith Creek,Pacific,WA,1,1,0,1.0,0.0,1,0,46.68867,-123.72994
Smiths Station,Lee,AL,1,1,0,1.0,0.0,1,0,32.54086,-85.08963
Snohomish,Snohomish,WA,2887,2386,501,0.8264634568756495,0.17353654312435055,145,1,47.88978235192241,-122.11824714582612
Snoqualmie,King,WA,1228,1034,194,0.8420195439739414,0.15798045602605862,62,1,47.52889446254072,-121.82713765472312
Snoqualmie Pass,King,WA,6,4,2,0.6666666666666666,0.3333333333333333,1,0,47.46856333333333,-121.65941
Snoqualmie Pass,Kittitas,WA,35,27,8,0.7714285714285715,0.22857142857142856,2,0,47.41873,-121.41203
Snowden,Klickitat,WA,23,13,10,0.5652173913043478,0.43478260869565216,2,0,45.727759999999996,-121.48704
Soap Lake,Grant,WA,31,16,15,0.5161290322580645,0.4838709677419355,2,0,47.38898,-119.48323
Somerville,Middlesex,MA,1,1,0,1.0,0.0,1,0,42.39721,-71.10391
South Bend,Pacific,WA,10,8,2,0.8,0.2,1,0,46.673088,-123.78773900000002
South Cle Elum,Kittitas,WA,7,5,2,0.7142857142857143,0.2857142857142857,1,0,47.18891,-120.94822
South Hill,Pierce,WA,827,663,164,0.8016928657799275,0.19830713422007254,42,1,47.12831327690447,-122.2911593107618
South Prairie,Pierce,WA,6,4,2,0.6666666666666666,0.3333333333333333,1,0,47.13953999999999,-122.09624000000001
Southlake,Tarrant,TX,1,1,0,1.0,0.0,1,0,32.94256,-97.13121
Spanaway,Pierce,WA,664,506,158,0.7620481927710844,0.23795180722891565,34,1,47.06512,-122.41046
Spangle,Spokane,WA,16,9,7,0.5625,0.4375,1,0,47.432851875000004,-117.39248125
Sparks,Washoe,NV,2,2,0,1.0,0.0,1,0,39.58228,-119.72093
Spokane,Spokane,WA,4208,3012,1196,0.7157794676806084,0.28422053231939165,211,1,47.66699634980989,-117.40582308222433
Spokane Valley,Spokane,WA,1064,681,383,0.6400375939849624,0.3599624060150376,54,1,47.66483454887218,-117.23320569548872
Sprague,Lincoln,WA,4,1,3,0.25,0.75,1,0,47.30036,-117.97378
Spring Lake,Harnett,NC,1,1,0,1.0,0.0,1,0,35.17258,-78.97582
Springdale,Stevens,WA,4,3,1,0.75,0.25,1,0,48.05738,-117.74137
Springfield,Fairfax,VA,10,7,3,0.7,0.3,1,0,38.784346,-77.21649
St John,Whitman,WA,2,2,0,1.0,0.0,1,0,47.09185,-117.5821
Stafford,Stafford,VA,2,2,0,1.0,0.0,1,0,38.449619999999996,-77.40911
Stanhope,Sussex,NJ,1,1,0,1.0,0.0,1,0,40.90351,-74.7089
Stanwood,Skagit,WA,1,1,0,1.0,0.0,1,0,48.24159,-122.37265
Stanwood,Snohomish,WA,650,512,138,0.7876923076923077,0.2123076923076923,33,1,48.24138795384616,-122.37233469230767
Startup,Snohomish,WA,1,1,0,1.0,0.0,1,0,47.8623,-121.81688
Steilacoom,Pierce,WA,219,164,55,0.7488584474885844,0.2511415525114155,11,1,47.173030000000004,-122.59802
Stevenson,Skamania,WA,64,49,15,0.765625,0.234375,4,1,45.69417,-121.88258
Stratford,Grant,WA,1,1,0,1.0,0.0,1,0,47.4263,-119.27844
Streamwood,Cook,IL,1,0,1,0.0,1.0,1,0,42.0121,-88.17558
Suffolk,Suffolk,VA,2,1,1,0.5,0.5,1,0,36.87704,-76.42047
Sultan,Snohomish,WA,303,260,43,0.858085808580858,0.1419141914191419,16,1,47.8623,-121.81688
Sumas,Whatcom,WA,23,16,7,0.6956521739130435,0.30434782608695654,2,0,48.99976,-122.26495000000001
Summersville,Texas,MO,1,1,0,1.0,0.0,1,0,37.17962,-91.65676
Sumner,Pierce,WA,279,236,43,0.8458781362007168,0.15412186379928317,14,1,47.2022,-122.23972
Sunnyside,Yakima,WA,105,78,27,0.7428571428571429,0.2571428571428571,6,1,46.32379,-120.00975999999999
Sunnyvale,Santa Clara,CA,2,2,0,1.0,0.0,1,0,37.382194999999996,-122.029935
Suquamish,Kitsap,WA,99,74,25,0.7474747474747475,0.25252525252525254,5,1,47.73162,-122.55242
Surfside,Pacific,WA,37,21,16,0.5675675675675675,0.43243243243243246,2,0,46.49147,-124.04987
Suwanee,Gwinnett,GA,1,1,0,1.0,0.0,1,0,34.05744,-84.06478
Tacoma,Pierce,WA,5569,4295,1274,0.7712336146525408,0.22876638534745916,279,1,47.23922315496499,-122.45422008798707
Taholah,Grays Harbor,WA,9,4,5,0.4444444444444444,0.5555555555555556,1,0,47.34257,-124.28628
Tahuya,Mason,WA,46,40,6,0.8695652173913043,0.13043478260869565,3,1,47.37733,-123.04061
Talladega,Talladega,AL,1,0,1,0.0,1.0,1,0,33.43455,-86.10242
Tampa,Hillsborough,FL,4,2,2,0.5,0.5,1,0,27.983165,-82.413285
Taylor,Wayne,MI,1,1,0,1.0,0.0,1,0,42.22659,-83.26284
Tekoa,Whitman,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,47.22679,-117.07351
Temecula,Riverside,CA,1,0,1,0.0,1.0,1,0,33.53605,-117.15461
Tempe,Maricopa,AZ,1,0,1,0.0,1.0,1,0,33.42554,-111.93722
Tenino,Thurston,WA,124,91,33,0.7338709677419355,0.2661290322580645,7,1,46.85752,-122.85135
The Dalles,Wasco,OR,1,0,1,0.0,1.0,1,0,45.60172,-121.18329
Thorp,Kittitas,WA,10,8,2,0.8,0.2,1,0,47.045954,-120.65446100000001
Tieton,Yakima,WA,19,18,1,0.9473684210526315,0.05263157894736842,1,0,46.70406105263158,-120.7524789473684
Timnath,Larimer,CO,1,1,0,1.0,0.0,1,0,40.52978,-104.98231
Toano,James City,VA,1,1,0,1.0,0.0,1,0,37.38104,-76.80545
Tokeland,Pacific,WA,4,1,3,0.25,0.75,1,0,46.71227,-123.99814
Toledo,Lewis,WA,51,41,10,0.803921568627451,0.19607843137254902,3,1,46.44067,-122.84784
Tomah,Monroe,WI,1,1,0,1.0,0.0,1,0,43.97266,-90.50477
Tonasket,Okanogan,WA,23,11,12,0.4782608695652174,0.5217391304347826,2,0,48.70859999999999,-119.43681
Tooele,Tooele,UT,1,1,0,1.0,0.0,1,0,40.53408,-112.29849
Toppenish,Yakima,WA,30,29,1,0.9666666666666667,0.03333333333333333,2,0,46.37508,-120.31298
Torrance,Los Angeles,CA,1,1,0,1.0,0.0,1,0,33.86658,-118.34381
Touchet,Walla Walla,WA,13,10,3,0.7692307692307693,0.23076923076923078,1,0,46.042379999999994,-118.66923
Toutle,Cowlitz,WA,8,7,1,0.875,0.125,1,0,46.32447,-122.73237
Trabuco Canyon,Orange,CA,1,1,0,1.0,0.0,1,0,33.66169,-117.59028
Travis Afb,Solano,CA,1,1,0,1.0,0.0,1,0,38.27153,-121.93303
Trout Lake,Klickitat,WA,41,28,13,0.6829268292682927,0.3170731707317073,3,0,45.99588,-121.52529000000001
Tucson,Pima,AZ,1,1,0,1.0,0.0,1,0,32.30568,-110.93691
Tukwila,King,WA,1393,864,529,0.6202440775305097,0.3797559224694903,70,1,47.461805936827,-122.30373929648242
Tulalip,Snohomish,WA,6,5,1,0.8333333333333334,0.16666666666666666,1,0,48.110260000000004,-122.16770000000001
Tumtum,Stevens,WA,1,1,0,1.0,0.0,1,0,47.8927,-117.67024
Tumwater,Thurston,WA,959,726,233,0.7570385818561001,0.2429614181438999,48,1,47.02985272158499,-122.89965740354536
Turlock,Stanislaus,CA,1,1,0,1.0,0.0,1,0,37.53381,-120.85353
Twisp,Okanogan,WA,65,45,20,0.6923076923076923,0.3076923076923077,4,1,48.3652,-120.1231
Underwood,Skamania,WA,39,23,16,0.5897435897435898,0.41025641025641024,2,0,45.72902,-121.52357
Union,Mason,WA,72,51,21,0.7083333333333334,0.2916666666666667,4,1,47.35689,-123.09944000000002
Union Gap,Yakima,WA,21,16,5,0.7619047619047619,0.23809523809523808,2,0,46.55351,-120.4778
Uniontown,Whitman,WA,4,3,1,0.75,0.25,1,0,46.5462975,-117.09802499999999
University Place,Pierce,WA,971,742,229,0.7641606591143152,0.23583934088568487,49,1,47.22207117404738,-122.5345315653965
Upper Marlboro,Prince George's,MD,4,2,2,0.5,0.5,1,0,38.85427,-76.78234499999999
Usk,Pend Oreille,WA,2,1,1,0.5,0.5,1,0,48.31375,-117.28054
Vacaville,Solano,CA,1,1,0,1.0,0.0,1,0,38.35218,-121.99263
Vader,Lewis,WA,12,6,6,0.5,0.5,1,0,46.40201,-122.95015
Valley,Stevens,WA,11,8,3,0.7272727272727273,0.2727272727272727,1,0,48.176230000000004,-117.72554999999998
Valleyford,Spokane,WA,29,22,7,0.7586206896551724,0.2413793103448276,2,0,47.53970413793103,-117.24328241379311
Vancouver,Clark,WA,9322,6865,2457,0.736429950654366,0.263570049345634,467,1,45.66207928341558,-122.5949788371594
Vantage,Kittitas,WA,2,2,0,1.0,0.0,1,0,46.94468,-119.9899
Vashon,King,WA,831,635,196,0.7641395908543923,0.2358604091456077,42,1,47.44929,-122.4573
Vass,Moore,NC,1,1,0,1.0,0.0,1,0,35.25777,-79.28188
Vaughn,Pierce,WA,36,29,7,0.8055555555555556,0.19444444444444445,2,0,47.34347,-122.76355
Ventura,Ventura,CA,1,1,0,1.0,0.0,1,0,34.27938,-119.29311
Veradale,Spokane,WA,87,60,27,0.6896551724137931,0.3103448275862069,5,1,47.6570567816092,-117.19532103448276
Vienna,Fairfax,VA,2,0,2,0.0,1.0,1,0,38.90063,-77.26399
Virginia Beach,Virginia Beach,VA,8,6,2,0.75,0.25,1,0,36.82631875,-76.130155
Wahkiacus,Klickitat,WA,2,0,2,0.0,1.0,1,0,45.84657,-121.10717
Waitsburg,Walla Walla,WA,13,9,4,0.6923076923076923,0.3076923076923077,1,0,46.27013,-118.15448
Waldron,San Juan,WA,5,5,0,1.0,0.0,1,0,48.68843,-123.03598
Walla Walla,Walla Walla,WA,534,358,176,0.6704119850187266,0.3295880149812734,27,1,46.07068,-118.34261
Walla Walla Co,Walla Walla,WA,2,0,2,0.0,1.0,1,0,46.07068,-118.34261
Walnut Creek,Contra Costa,CA,2,1,1,0.5,0.5,1,0,37.90914,-122.03751
Wapato,Yakima,WA,32,26,6,0.8125,0.1875,2,0,46.44779,-120.42083
Warden,Grant,WA,16,11,5,0.6875,0.3125,1,0,46.96971,-119.04573
Warner Robins,Houston,GA,1,1,0,1.0,0.0,1,0,32.61857,-83.59357
Warren,Macomb,MI,6,6,0,1.0,0.0,1,0,42.52509,-83.04914
Warrensburg,Johnson,MO,1,1,0,1.0,0.0,1,0,38.77122,-93.7412
Washington,District of Columbia,DC,7,6,1,0.8571428571428571,0.14285714285714285,1,0,38.893815714285715,-77.00749714285713
Washougal,Clark,WA,739,539,200,0.7293640054127198,0.2706359945872801,37,1,45.57923,-122.35341
Washougal,Skamania,WA,91,68,23,0.7472527472527473,0.25274725274725274,5,1,45.57923,-122.35341
Washtucna,Adams,WA,2,2,0,1.0,0.0,1,0,46.75578,-118.311
Waterford,New London,CT,1,0,1,0.0,1.0,1,0,41.34593,-72.13852
Watertown,Jefferson,NY,1,1,0,1.0,0.0,1,0,44.04458,-75.81404
Waterville,Douglas,WA,8,8,0,1.0,0.0,1,0,47.64963,-120.07145
Waynesville,Pulaski,MO,1,1,0,1.0,0.0,1,0,37.82268,-92.21193
Wellpinit,Stevens,WA,2,0,2,0.0,1.0,1,0,47.88677,-117.98701
Wenatchee,Chelan,WA,640,513,127,0.8015625,0.1984375,32,1,47.41494,-120.30522
West Point,Orange,NY,2,1,1,0.5,0.5,1,0,41.39523,-73.95502
West Richland,Benton,WA,359,261,98,0.7270194986072424,0.27298050139275765,18,1,46.296872172701946,-119.33877559888579
Westfield,Hamilton,IN,1,1,0,1.0,0.0,1,0,40.04252,-86.13524
Westminster,Carroll,MD,1,0,1,0.0,1.0,1,0,39.57467,-76.99225
Westport,Grays Harbor,WA,38,24,14,0.631578947368421,0.3684210526315789,2,0,46.89112,-124.10424999999998
White Salmon,Klickitat,WA,222,168,54,0.7567567567567568,0.24324324324324326,12,1,45.72755058558559,-121.48603815315315
White Salmon,Skamania,WA,7,6,1,0.8571428571428571,0.14285714285714285,1,0,45.72776,-121.48704
White Swan,Yakima,WA,2,1,1,0.5,0.5,1,0,46.38287,-120.73063
Wilbur,Lincoln,WA,7,2,5,0.2857142857142857,0.7142857142857143,1,0,47.75942,-118.70912
Wildomar,Riverside,CA,1,1,0,1.0,0.0,1,0,33.61239,-117.26237
Wilkeson,Pierce,WA,6,4,2,0.6666666666666666,0.3333333333333333,1,0,47.10963999999999,-122.04732
Willapa,Pacific,WA,3,2,1,0.6666666666666666,0.3333333333333333,1,0,46.68867,-123.72994
Williamsburg,Williamsburg,VA,1,0,1,0.0,1.0,1,0,37.27569,-76.71029
Williamsburg,York,VA,1,1,0,1.0,0.0,1,0,37.27569,-76.71029
Winchester,Middlesex,MA,1,1,0,1.0,0.0,1,0,42.44958,-71.14567
Winchester,Riverside,CA,1,0,1,0.0,1.0,1,0,33.71071,-117.08496
Windsor,Weld,CO,1,1,0,1.0,0.0,1,0,40.47852,-104.90143
Winlock,Lewis,WA,102,73,29,0.7156862745098039,0.28431372549019607,6,1,46.491139999999994,-122.93881
Winter Park,Orange,FL,1,1,0,1.0,0.0,1,0,28.59257,-81.31272
Winthrop,Okanogan,WA,150,113,37,0.7533333333333333,0.24666666666666667,8,1,48.47403586666667,-120.17856640000001
Wishram,Klickitat,WA,2,1,1,0.5,0.5,1,0,45.65936,-120.96465
Woodbine,Howard,MD,1,1,0,1.0,0.0,1,0,39.35812,-77.06409
Woodbridge,Prince William,VA,1,0,1,0.0,1.0,1,0,38.66167,-77.2474
Woodinville,King,WA,2827,2345,482,0.8295012380615493,0.17049876193845065,142,1,47.75418864874425,-122.15403129465865
Woodinville,Snohomish,WA,258,222,36,0.8604651162790697,0.13953488372093023,13,1,47.75443186046512,-122.13824744186047
Woodland,Clark,WA,66,55,11,0.8333333333333334,0.16666666666666666,4,1,45.9094,-122.74017
Woodland,Cowlitz,WA,202,140,62,0.693069306930693,0.3069306930693069,11,1,45.9094,-122.74017
Woodway,Snohomish,WA,126,98,28,0.7777777777777778,0.2222222222222222,7,1,47.81116,-122.37689000000002
Worley,Kootenai,ID,1,1,0,1.0,0.0,1,0,47.40077,-116.91895
Wrch,Benton,WA,3,3,0,1.0,0.0,1,0,46.29695999999999,-119.33836000000001
Yacolt,Clark,WA,83,65,18,0.7831325301204819,0.21686746987951808,5,1,45.86679,-122.40908
Yakima,Yakima,WA,1092,767,325,0.7023809523809523,0.2976190476190476,55,1,46.59351907509158,-120.55091804945054
Yarrow Point,King,WA,164,135,29,0.823170731707317,0.17682926829268292,9,1,47.61001,-122.18720000000002
Yelm,Thurston,WA,458,337,121,0.7358078602620087,0.26419213973799127,23,1,46.94239,-122.60735
Yorktown,York,VA,2,2,0,1.0,0.0,1,0,37.24087,-76.54905
Zillah,Yakima,WA,48,38,10,0.7916666666666666,0.20833333333333334,3,1,46.402596249999995,-120.26730125
