County,City,VIN (1-10)_count,Electric Range_mean,Electric Range_std,Electric Range_min,Electric Range_max,Base MSRP_mean,Base MSRP_std,Base MSRP_min,Base MSRP_max,Model Year_mean,Model Year_min,Model Year_max,Longitude_mean,Latitude_mean,Vehicle Age_mean,EV_Count,Avg_Range,Range_Std,Avg_MSRP,Avg_Age,Charging_Score,BEV_Ratio,PHEV_Ratio,Make_Diversity,Distance_From_Seattle,Distance_From_Spokane,County_Encoded,EV_Density_Category
Harnett,Spring Lake,1,215.0,,215.0,215.0,,,,,2018.0,2018,2018,-78.9758,35.1726,6.0,1,215.0,0.0,,6.0,,1.0,0.0,1,45.103915114433235,40.42676181046411,80,Low
Harris,Baytown,1,21.0,,21.0,21.0,,,,,2017.0,2017,2017,-94.9797,29.7961,7.0,1,21.0,0.0,,7.0,,0.0,1.0,1,32.63975256906829,28.686450372606235,81,Low
Harris,Houston,1,289.0,,289.0,289.0,,,,,2020.0,2020,2020,-95.3695,29.7608,4.0,1,289.0,0.0,,4.0,,1.0,0.0,1,32.333266149895834,28.404710810884872,81,Low
Hartford,Newington,1,220.0,,220.0,220.0,,,,,2019.0,2019,2019,-72.7191,41.6956,5.0,1,220.0,0.0,,5.0,,1.0,0.0,1,49.96383653563846,45.10284538529693,82,Low
Hennepin,Minneapolis,1,220.0,,220.0,220.0,,,,,2019.0,2019,2019,-93.2827,44.9429,5.0,1,220.0,0.0,,5.0,,1.0,0.0,1,29.17123252881166,24.295576710586637,83,Low
Henrico,Henrico,1,42.0,,42.0,42.0,,,,,2023.0,2023,2023,-77.3778,37.5183,1.0,1,42.0,0.0,,1.0,,0.0,1.0,1,46.07227816051645,41.31208132604796,84,Low
Hillsborough,Tampa,4,128.75,99.6607,38.0,215.0,,,,,2019.25,2014,2023,-82.4133,27.9832,4.75,4,128.75,99.6607,,4.75,,0.5,0.5,3,44.481150192412954,40.16240028496802,85,Low
Hoke,Raeford,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-79.224,34.9786,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,44.919534362791424,40.251463029807994,86,Low
Honolulu,Ewa Beach,1,25.0,,25.0,25.0,,,,,2021.0,2021,2021,-158.0083,21.3143,3.0,1,25.0,0.0,,3.0,,0.0,1.0,1,44.31766298046412,48.38342436764888,87,Low
Honolulu,Honolulu,2,118.0,137.1787,21.0,215.0,,,,,2021.5,2021,2022,-157.94,21.3418,2.5,2,118.0,137.1787,,2.5,,0.5,0.5,2,44.246369904998986,48.31116522088864,87,Low
Houston,Warner Robins,1,215.0,,215.0,215.0,,,,,2022.0,2022,2022,-83.5936,32.6186,2.0,1,215.0,0.0,,2.0,,1.0,0.0,1,41.53672514787366,37.02484173902706,88,Low
Howard,Dayton,1,53.0,,53.0,53.0,,,,,2017.0,2017,2017,-76.9918,39.2416,7.0,1,53.0,0.0,,7.0,,0.0,1.0,1,46.105415487228825,41.301014339601885,89,Low
Howard,Ellicott City,1,18.0,,18.0,18.0,64950.0,,64950.0,64950.0,2022.0,2022,2022,-76.831,39.2772,2.0,1,18.0,0.0,64950.0,2.0,1.54,0.0,1.0,1,46.25713287926522,41.45123934890246,89,Low
Howard,Laurel,1,215.0,,215.0,215.0,,,,,2018.0,2018,2018,-76.8389,39.1142,6.0,1,215.0,0.0,,6.0,,1.0,0.0,1,46.27899426564929,41.47677513464614,89,Low
Howard,Woodbine,1,215.0,,215.0,215.0,,,,,2022.0,2022,2022,-77.0641,39.3581,2.0,1,215.0,0.0,,2.0,,1.0,0.0,1,46.01329131468428,41.20660859740826,89,Low
Hudson,Harrison,1,215.0,,215.0,215.0,,,,,2022.0,2022,2022,-74.1584,40.7462,2.0,1,215.0,0.0,,2.0,,1.0,0.0,1,48.65968528145245,43.81631258469841,90,Low
Island,Camano Island,670,177.7313,80.8455,6.0,330.0,63957.8689,13232.5006,31950.0,109000.0,2021.3194,2011,2026,-122.4005,48.2399,2.6806,670,177.7313,80.8455,63957.8689,2.6806,269.56,0.7985074626865671,0.20149253731343283,30,0.637380773164673,5.008325814081979,91,Very High
Island,Clinton,332,168.741,81.9749,6.0,330.0,60865.8333,14392.7489,31950.0,81100.0,2021.0512,2012,2026,-122.358,47.9796,2.9488,332,168.741,81.9749,60865.8333,2.9488,134.34,0.786144578313253,0.21385542168674698,29,0.3742971680363049,4.942422143038778,91,Very High
Island,Coupeville,316,164.3987,84.1057,6.0,337.0,55777.2917,14839.2398,31950.0,69900.0,2021.1487,2011,2026,-122.6848,48.2177,2.8513,316,164.3987,84.1057,55777.2917,2.8513,127.97,0.7436708860759493,0.2563291139240506,27,0.7059245993730481,5.288416270491567,91,Very High
Island,Freeland,261,158.8314,84.1329,8.0,330.0,59856.0,20187.0654,31950.0,110950.0,2020.9693,2010,2025,-122.5266,48.0096,3.0307,261,158.8314,84.1329,59856.0,3.0307,105.92,0.7318007662835249,0.2681992337164751,23,0.44784127768663773,5.112649117629724,91,Very High
Island,Greenbank,110,172.4273,85.3136,6.0,330.0,62186.6667,13767.7479,31950.0,81100.0,2021.1727,2012,2025,-122.5682,48.0883,2.8273,110,172.4273,85.3136,62186.6667,2.8273,45.55,0.7727272727272727,0.22727272727272727,20,0.5368087368886606,5.160105724692085,91,Very High
Island,Langley,347,165.804,85.471,6.0,322.0,63218.3333,27308.8165,31950.0,184400.0,2020.928,2011,2025,-122.4065,48.0398,3.072,347,165.804,85.471,63218.3333,3.072,140.31,0.7377521613832853,0.2622478386167147,26,0.43993672272270956,4.995051676409356,91,Very High
Island,Oak Harbor,715,156.1874,88.6929,6.0,330.0,55323.6,14785.7605,31950.0,81100.0,2021.2909,2011,2026,-122.6469,48.2908,2.7091,715,156.1874,88.6929,55323.6,2.7091,287.58,0.6993006993006993,0.3006993006993007,31,0.7535092567447317,5.259013292434237,91,Very High
Jackson,Ocean Springs,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-88.8076,30.4163,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,37.67472312121219,33.411324798786424,92,Low
James City,Toano,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-76.8054,37.381,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,46.6608521989258,41.90067203756999,93,Low
Jefferson,Brinnon,35,183.7143,77.3417,6.0,308.0,54947.5,21146.0283,39995.0,69900.0,2021.4,2012,2024,-122.8965,47.6984,2.6,35,183.7143,77.3417,54947.5,2.6,15.63,0.8,0.2,10,0.571881281386274,5.470643326885789,94,Medium
Jefferson,Chimacum,36,158.1667,79.6347,6.0,258.0,,,,,2020.6667,2011,2025,-122.7733,48.0118,3.3333,36,158.1667,79.6347,,3.3333,,0.8333333333333334,0.16666666666666666,10,0.5993069330485071,5.358938914561356,94,Medium
Jefferson,Evans Mills,1,215.0,,215.0,215.0,,,,,2018.0,2018,2018,-75.8098,44.091,6.0,1,215.0,0.0,,6.0,,1.0,0.0,1,46.65491429988914,41.768855613722536,94,Low
Jefferson,Gardiner,1,258.0,,258.0,258.0,,,,,2020.0,2020,2020,-123.1037,48.0796,4.0,1,258.0,0.0,,4.0,,1.0,0.0,1,0.9052480985895569,5.693272339349314,94,Low
Jefferson,Nordland,62,175.5323,78.5057,25.0,322.0,63114.5,14430.2207,31950.0,69900.0,2019.8065,2011,2025,-122.6911,48.051,4.1935,62,175.5323,78.5057,63114.5,4.1935,26.21,0.8548387096774194,0.14516129032258066,12,0.5716012946101566,5.279687381843743,94,High
Jefferson,Port Hadlock,71,165.4366,85.8087,19.0,291.0,54947.5,21146.0283,39995.0,69900.0,2020.9718,2013,2026,-122.7588,48.0359,3.0282,71,165.4366,85.8087,54947.5,3.0282,29.96,0.7323943661971831,0.2676056338028169,15,0.6055699629274841,5.3461163707872945,94,High
Jefferson,Port Ludlow,228,163.5746,84.289,6.0,330.0,59499.5833,9955.7659,39995.0,69900.0,2021.807,2013,2026,-122.6848,47.9299,2.193,228,163.5746,84.289,59499.5833,2.193,92.81,0.7324561403508771,0.2675438596491228,27,0.4787264145626399,5.265783194359594,94,Very High
Jefferson,Port Townsend,812,152.8325,87.4001,6.0,330.0,57852.0192,12505.1707,31950.0,69900.0,2020.3399,2011,2026,-122.7726,48.1211,3.6601,812,152.8325,87.4001,57852.0192,3.6601,326.26,0.7192118226600985,0.28078817733990147,26,0.6776151267496892,5.366549436090191,94,Very High
Jefferson,Quilcene,62,177.2258,85.2559,6.0,337.0,61249.1667,14548.7973,34995.0,69900.0,2020.6452,2012,2025,-122.8775,47.8264,3.3548,62,177.2258,85.2559,61249.1667,3.3548,26.32,0.7903225806451613,0.20967741935483872,15,0.588174463913557,5.454075724630155,94,High
Jefferson,Sequim,11,115.2727,83.0206,19.0,215.0,36972.5,4274.4605,33950.0,39995.0,2018.0909,2012,2024,-123.1037,48.0797,5.9091,11,115.2727,83.0206,36972.5,5.9091,5.75,0.6363636363636364,0.36363636363636365,7,0.9053003976581537,5.693279731402631,94,Medium
Jefferson,Watertown,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-75.814,44.0446,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,46.6542454892371,41.768660328528625,94,Low
Johnson,Warrensburg,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-93.7412,38.7712,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,29.924852343996612,25.297414587265628,95,Low
Kane,Geneva,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-88.3051,41.8874,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,34.50422296531252,29.687301574410572,96,Low
Kauai,Kekaha,1,22.0,,22.0,22.0,,,,,2022.0,2022,2022,-159.7129,21.966,2.0,1,22.0,0.0,,2.0,,0.0,1.0,1,45.32928484633305,49.480318142166375,97,Low
Kent,Dover,1,42.0,,42.0,42.0,,,,,2025.0,2025,2025,-75.5247,39.158,-1.0,1,42.0,0.0,,-1.0,,0.0,1.0,1,47.56369180372777,42.754912493536935,98,Low
Kent,Greene,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-71.7461,41.6966,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,50.930018340464,46.06735387288921,98,Low
Kern,California City,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-117.9856,35.1289,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,13.212686234827492,12.542389970416322,99,Low
Kern,Edwards,1,100.0,,100.0,100.0,,,,,2017.0,2017,2017,-117.9391,34.9278,7.0,1,100.0,0.0,,7.0,,1.0,0.0,1,13.417908762545677,12.74133558972528,99,Low
King,Algona,48,166.9583,81.919,6.0,259.0,39995.0,,39995.0,39995.0,2020.4375,2011,2025,-122.2304,47.3074,3.5625,48,166.9583,81.919,39995.0,3.5625,20.84,0.8125,0.1875,13,0.3156332206850203,4.817233782992061,100,Medium
King,Auburn,2565,178.7591,77.7084,1.0,337.0,60595.2793,16329.9925,31950.0,184400.0,2021.6339,2011,2026,-122.207,47.3128,2.3661,2565,178.7591,77.7084,60595.2793,2.3661,1027.61,0.8105263157894737,0.18947368421052632,35,0.3189570033719276,4.793503624698736,100,Very High
King,Baring,8,223.625,27.3336,208.0,291.0,69900.0,,69900.0,69900.0,2020.75,2014,2025,-121.4849,47.7719,3.25,8,223.625,27.3336,69900.0,3.25,4.66,1.0,0.0,2,0.8632521821576832,4.060475442605207,100,Low
King,Beaux Arts,58,168.9828,79.7002,13.0,259.0,61832.7778,12550.0665,39995.0,81100.0,2021.1034,2013,2026,-122.1872,47.61,2.8966,58,168.9828,79.7002,61832.7778,2.8966,24.73,0.7758620689655172,0.22413793103448276,16,0.14494981890294956,4.761450081645299,100,High
King,Bellevue,12202,188.7518,68.8027,1.0,337.0,64703.2123,18635.5182,31950.0,184400.0,2021.9717,2008,2026,-122.1415,47.6009,2.0283,12202,188.7518,68.8027,64703.2123,2.0283,4882.42,0.862727421734142,0.13727257826585806,37,0.19067367411365757,4.715855453679631,100,Very High
King,Black Diamond,503,192.9503,65.7723,6.0,337.0,61973.7097,16011.9577,31950.0,102000.0,2022.169,2012,2026,-122.0057,47.3101,1.831,503,192.9503,65.7723,61973.7097,1.831,202.86,0.878727634194831,0.12127236580516898,28,0.4406950986793439,4.592955887007845,100,Very High
King,Bothell,1737,181.5377,72.93,6.0,330.0,57584.7196,18826.6584,31950.0,184400.0,2021.7795,2011,2026,-122.2044,47.7609,2.2205,1737,181.5377,72.93,57584.7196,2.2205,696.43,0.8393782383419689,0.16062176165803108,33,0.20059755731313617,4.779490660101769,100,Very High
King,Burien,1341,178.0455,76.1009,6.0,330.0,57948.3333,14585.1655,31950.0,98950.0,2021.3833,2008,2026,-122.3426,47.4813,2.6167,1341,178.0455,76.1009,57948.3333,2.6167,537.99,0.8217747949291574,0.17822520507084266,34,0.1253405760318705,4.919803025528565,100,Very High
King,Carnation,482,180.9461,76.2364,6.0,337.0,59699.2105,14907.7407,31950.0,81100.0,2021.6224,2011,2026,-121.9154,47.6497,2.3776,482,180.9461,76.2364,59699.2105,2.3776,194.41,0.8278008298755186,0.17219917012448133,30,0.4189643660265073,4.489409222826543,100,Very High
King,Clyde Hill,406,200.8103,59.6412,13.0,330.0,69245.9615,18441.2949,36900.0,184400.0,2021.7709,2012,2026,-122.1872,47.61,2.2291,406,200.8103,59.6412,69245.9615,2.2291,163.99,0.8940886699507389,0.10591133004926108,25,0.14494981890294956,4.761450081645299,100,Very High
King,Covington,869,186.0104,72.153,6.0,337.0,60643.2955,14838.3376,31950.0,81100.0,2021.7929,2011,2026,-122.0912,47.3378,2.2071,869,186.0104,72.153,60643.2955,2.2071,349.23,0.8492520138089759,0.15074798619102417,31,0.3606540863486758,4.6762305375163,100,Very High
King,Des Moines,778,169.2416,82.7302,6.0,330.0,60377.7586,21133.4444,31950.0,184400.0,2021.572,2011,2026,-122.322,47.4064,2.428,778,169.2416,82.7302,60377.7586,2.428,312.79,0.7660668380462725,0.23393316195372751,30,0.20005511740518211,4.902501581845742,100,Very High
King,Duvall,852,184.0716,72.24,6.0,330.0,61798.2292,12382.0937,31950.0,81100.0,2021.7347,2012,2026,-121.986,47.7401,2.2653,852,184.0716,72.24,61798.2292,2.2653,342.41,0.8450704225352113,0.15492957746478872,32,0.37109893559533985,4.560724689125624,100,Very High
King,Enumclaw,463,171.3909,85.3729,6.0,330.0,60845.0,13641.9505,31950.0,81100.0,2021.1339,2012,2026,-121.9914,47.2043,2.8661,463,171.3909,85.3729,60845.0,2.8661,186.76,0.755939524838013,0.24406047516198703,31,0.5268776897914704,4.587967677523455,100,Very High
King,Fall City,308,181.4448,80.0425,12.0,330.0,59026.6667,13115.2841,32250.0,69900.0,2021.513,2011,2026,-121.8909,47.5681,2.487,308,181.4448,80.0425,59026.6667,2.487,124.81,0.8116883116883117,0.18831168831168832,23,0.4428420147185625,4.465821145097506,100,Very High
King,Federal Way,2258,180.0527,76.1635,6.0,330.0,61794.1216,20103.8237,32250.0,184400.0,2021.8047,2010,2026,-122.3453,47.3057,2.1953,2258,180.0527,76.1635,61794.1216,2.1953,904.82,0.8179805137289636,0.1820194862710363,33,0.30078977708692106,4.931956214323068,100,Very High
King,Gold Bar,3,152.0,113.4769,21.0,220.0,,,,,2022.6667,2019,2025,-121.6974,47.8556,1.3333,3,152.0,113.4769,,1.3333,,0.6666666666666666,0.3333333333333333,2,0.6819416763917531,4.275931266987344,100,Low
King,Hunts Point,70,204.7143,61.1172,12.0,330.0,125575.0,193996.634,59900.0,845000.0,2021.6857,2012,2026,-122.1872,47.61,2.3143,70,204.7143,61.1172,125575.0,2.3143,29.46,0.9142857142857143,0.08571428571428572,15,0.14494981890294956,4.761450081645299,100,High
King,Issaquah,3753,190.7511,68.3875,6.0,337.0,63738.2197,20064.6255,31950.0,184400.0,2022.0229,2008,2026,-122.0203,47.5382,1.9771,3753,190.7511,68.3875,63738.2197,1.9771,1502.83,0.866240341060485,0.13375965893951505,35,0.319128876788037,4.59588259749964,100,Very High
King,Kenmore,1436,180.2187,75.4424,6.0,330.0,63179.6386,23141.214,31950.0,184400.0,2021.7235,2011,2026,-122.2437,47.7589,2.2765,1436,180.2187,75.4424,63179.6386,2.2765,576.0,0.8272980501392758,0.17270194986072424,34,0.1764422001676398,4.818739804139669,100,Very High
King,Kent,4278,183.9016,72.9702,1.0,337.0,60893.7879,23555.3325,31950.0,184400.0,2021.936,2011,2026,-122.1743,47.3803,2.064,4278,183.9016,72.9702,60893.7879,2.064,1712.84,0.8401122019635343,0.15988779803646563,35,0.27555698140312035,4.756460358291657,100,Very High
King,Kirkland,7163,185.0123,72.961,6.0,337.0,64439.0444,18230.1423,31950.0,184400.0,2021.7798,2008,2026,-122.2163,47.6979,2.2202,7163,185.0123,72.961,64439.0444,2.2202,2866.8,0.8429429010191261,0.15705709898087394,36,0.1477109677715153,4.790459570855392,100,Very High
King,Lake Forest Park,906,170.074,78.9133,6.0,330.0,59161.7164,12665.3118,31950.0,81100.0,2021.3631,2011,2026,-122.3175,47.7578,2.6369,906,170.074,78.9133,59161.7164,2.6369,363.97,0.7958057395143487,0.2041942604856512,32,0.15230141168091857,4.892501737352776,100,Very High
King,Maple Valley,2187,187.4609,69.1424,6.0,337.0,60880.7087,17425.3916,31950.0,184400.0,2022.0046,2011,2026,-122.0444,47.3939,1.9954,2187,187.4609,69.1424,60880.7087,1.9954,876.44,0.8577960676726109,0.14220393232738912,35,0.3575508075784477,4.625990766311574,100,Very High
King,Medina,417,194.0743,67.3163,10.0,330.0,71389.3662,20690.8688,36900.0,184400.0,2021.7314,2013,2026,-122.2389,47.6161,2.2686,417,194.0743,67.3163,71389.3662,2.2686,168.38,0.8705035971223022,0.12949640287769784,24,0.09372432981888577,4.8130894132563125,100,Very High
King,Mercer Island,2988,181.4515,76.5296,6.0,337.0,68229.6518,24706.1382,31950.0,184400.0,2021.6128,2011,2026,-122.2124,47.5782,2.3872,2988,181.4515,76.5296,68229.6518,2.3872,1196.77,0.820281124497992,0.17971887550200802,38,0.12293124094386516,4.787078578841171,100,Very High
King,Milton,33,168.303,83.8688,21.0,291.0,54947.5,21146.0283,39995.0,69900.0,2021.697,2013,2026,-122.3217,47.249,2.303,33,168.303,83.8688,54947.5,2.303,14.84,0.7272727272727273,0.2727272727272727,10,0.35735136770411136,4.912821442918524,100,Medium
King,Newcastle,1237,193.0162,64.8508,6.0,330.0,67797.0513,21626.4651,31950.0,184400.0,2022.1124,2011,2026,-122.1677,47.4941,1.8876,1237,193.0162,64.8508,67797.0513,1.8876,496.42,0.8771220695230396,0.12287793047696038,33,0.19898183334163888,4.744559513801039,100,Very High
King,Normandy Park,341,172.6657,83.0289,6.0,322.0,59908.1034,11961.9824,39995.0,81100.0,2021.2962,2011,2026,-122.3401,47.4632,2.7038,341,172.6657,83.0289,59908.1034,2.7038,137.97,0.7800586510263929,0.21994134897360704,27,0.14322360140703191,4.917991273884089,100,Very High
King,North Bend,993,186.9476,72.6745,6.0,330.0,62954.5455,22317.0293,31950.0,184400.0,2021.9144,2010,2026,-121.7833,47.4936,2.0856,993,186.9476,72.6745,62954.5455,2.0856,398.83,0.8398791540785498,0.16012084592145015,33,0.5602322732581551,4.360430521175628,100,Very High
King,Pacific,119,165.5042,85.5067,6.0,322.0,51193.8462,15606.4467,31950.0,69900.0,2021.2605,2012,2026,-122.2466,47.2654,2.7395,119,165.5042,85.5067,51193.8462,2.7395,49.22,0.7478991596638656,0.25210084033613445,23,0.35136148052966815,4.8366256749928445,100,Very High
King,Preston,39,170.5897,81.7077,14.0,291.0,62110.0,8646.9937,52900.0,69900.0,2020.7692,2015,2025,-122.0049,47.5361,3.2308,39,170.5897,81.7077,62110.0,3.2308,17.1,0.7948717948717948,0.20512820512820512,9,0.3346249392977074,4.580543690436763,100,Medium
King,Ravensdale,130,180.6615,83.5601,13.0,322.0,65510.0,7367.8694,52900.0,69900.0,2021.4769,2014,2026,-121.9862,47.3555,2.5231,130,180.6615,83.5601,65510.0,2.5231,53.58,0.7846153846153846,0.2153846153846154,24,0.4271970271432155,4.570275148172148,100,Very High
King,Redmond,8653,189.6672,67.2103,6.0,330.0,62741.2952,16528.7781,31950.0,184400.0,2022.0003,2008,2026,-122.1067,47.6817,1.9997,8653,189.6672,67.2103,62741.2952,1.9997,3462.83,0.8712585230555877,0.12874147694441235,38,0.2377086662282146,4.680756017995385,100,Very High
King,Renton,6893,168.7618,83.0169,1.0,330.0,49153.4395,15742.4506,31950.0,184400.0,2022.055,2011,2026,-122.1562,47.471,1.945,6893,168.7618,83.0169,49153.4395,1.945,2758.92,0.7567097054983316,0.24329029450166836,37,0.2218554709715331,4.7339265816022085,100,Very High
King,Sammamish,7021,191.8534,66.7848,6.0,337.0,64422.176,14915.694,31950.0,184400.0,2022.0734,2002,2026,-122.0244,47.6008,1.9266,7021,191.8534,66.7848,64422.176,1.9266,2810.04,0.8725252812989602,0.12747471870103974,36,0.30774738016756237,4.598765764854738,100,Very High
King,Seatac,1728,140.7662,93.6704,6.0,322.0,49302.4,18490.273,31950.0,184400.0,2022.7922,2011,2026,-122.3126,47.4483,1.2078,1728,140.7662,93.6704,49302.4,1.2078,692.95,0.6209490740740741,0.37905092592592593,29,0.1590995285976646,4.8911317514456725,100,Very High
King,Seattle,39768,172.6144,79.6738,1.0,337.0,59311.1934,17038.934,31950.0,184400.0,2021.4936,2000,2026,-122.338,47.6309,2.5064,39768,172.6144,79.6738,59311.1934,2.5064,15908.79,0.797198752766043,0.20280124723395695,41,0.025394881374004336,4.91207923490653,100,Very High
King,Shoreline,2720,173.3529,77.8596,6.0,337.0,58359.6579,18814.9203,31950.0,184400.0,2021.3515,2000,2026,-122.3445,47.7319,2.6485,2720,173.3529,77.8596,58359.6579,2.6485,1089.58,0.8143382352941176,0.18566176470588236,38,0.12631013419358111,4.919043185417256,100,Very High
King,Skykomish,8,187.0,84.5171,18.0,291.0,52900.0,,52900.0,52900.0,2021.375,2017,2025,-121.3591,47.7119,2.625,8,187.0,84.5171,52900.0,2.625,4.86,0.875,0.125,7,0.9787244198445229,3.9334584299316,100,Low
King,Snoqualmie,1228,187.9031,71.0905,12.0,337.0,62366.7333,18393.4021,36900.0,184400.0,2022.3029,2013,2026,-121.8271,47.5289,1.6971,1228,187.9031,71.0905,62366.7333,1.6971,492.87,0.8420195439739414,0.15798045602605862,32,0.5108818748008149,4.403016604556471,100,Very High
King,Snoqualmie Pass,6,154.8333,93.2103,34.0,215.0,52900.0,,52900.0,52900.0,2023.3333,2022,2025,-121.6594,47.4686,0.6667,6,154.8333,93.2103,52900.0,0.6667,4.21,0.6666666666666666,0.3333333333333333,5,0.6866287570441459,4.237670539341163,100,Low
King,Tukwila,1393,141.6123,93.9295,6.0,337.0,46422.9167,16554.1883,39995.0,184400.0,2022.6597,2011,2026,-122.3037,47.4618,1.3403,1393,141.6123,93.9295,46422.9167,1.3403,558.97,0.6202440775305097,0.3797559224694903,31,0.1471663004902983,4.881676585969214,100,Very High
King,Vashon,831,152.1564,83.3745,6.0,330.0,57378.8983,14265.3214,31950.0,81100.0,2020.2347,2011,2025,-122.4573,47.4493,3.7653,831,152.1564,83.3745,57378.8983,3.7653,333.84,0.7641395908543923,0.2358604091456077,28,0.2007302916851409,5.0356598316407375,100,Very High
King,Woodinville,2827,181.7743,75.0356,6.0,330.0,61796.4493,14426.9315,31950.0,184400.0,2021.5398,2011,2026,-122.154,47.7542,2.4602,2827,181.7743,75.0356,61796.4493,2.4602,1132.39,0.8295012380615493,0.17049876193845065,35,0.23156772227579359,4.728962376674184,100,Very High
King,Yarrow Point,164,188.75,74.3685,12.0,330.0,71776.9231,24380.4029,36900.0,184400.0,2021.7317,2013,2026,-122.1872,47.61,2.2683,164,188.75,74.3685,71776.9231,2.2683,67.18,0.823170731707317,0.17682926829268292,22,0.14494981890294956,4.761450081645299,100,Very High
Kings,Brooklyn,2,123.5,129.4005,32.0,215.0,39995.0,,39995.0,39995.0,2020.5,2018,2023,-74.0109,40.661,3.5,2,123.5,129.4005,39995.0,3.5,2.46,0.5,0.5,2,48.81776492712462,43.97544897837883,101,Low
Kings,Hanford,3,215.0,0.0,215.0,215.0,,,,,2023.3333,2023,2024,-119.6459,36.3274,0.6667,3,215.0,0.0,,0.6667,,1.0,0.0,1,11.594265818929635,11.546799641892122,101,Low
Kitsap,Bainbridge Island,2260,160.5358,85.0178,6.0,337.0,59655.8964,17310.981,31950.0,184400.0,2021.0881,2010,2026,-122.521,47.6273,2.9119,2260,160.5358,85.0178,59655.8964,2.9119,905.54,0.7491150442477876,0.25088495575221237,35,0.1900747747598332,5.095097373946841,102,Very High
Kitsap,Belfair,1,25.0,,25.0,25.0,,,,,2018.0,2018,2018,-122.828,47.45,6.0,1,25.0,0.0,,6.0,,0.0,1.0,1,0.5199185032291171,5.406033799376398,102,Low
Kitsap,Bremerton,1993,167.6267,82.1722,6.0,330.0,57977.621,18396.8535,31950.0,184400.0,2021.5198,2011,2026,-122.6316,47.5873,2.4802,1993,167.6267,82.1722,57977.621,2.4802,798.8,0.77019568489714,0.22980431510286,34,0.3000957513861292,5.206091010537564,102,Very High
Kitsap,Gig Harbor,2,226.5,16.2635,215.0,238.0,,,,,2020.5,2017,2024,-122.6658,47.3834,3.5,2,226.5,16.2635,,3.5,,1.0,0.0,2,0.40124248279563407,5.247032418424726,102,Low
Kitsap,Hansville,101,177.1188,80.4583,14.0,330.0,83899.2857,47285.9722,39995.0,184400.0,2021.6436,2012,2025,-122.5476,47.918,2.3564,101,177.1188,80.4583,83899.2857,2.3564,41.92,0.801980198019802,0.19801980198019803,23,0.37902439235490015,5.128154755855171,102,Very High
Kitsap,Indianola,70,149.2571,86.0478,6.0,291.0,62929.0,12998.4357,39995.0,69900.0,2020.7143,2012,2026,-122.5276,47.7479,3.2857,70,149.2571,86.0478,62929.0,3.2857,29.46,0.7142857142857143,0.2857142857142857,16,0.241452148468395,5.102378011280627,102,High
Kitsap,Keyport,15,198.8667,49.6831,53.0,238.0,,,,,2022.2,2017,2025,-122.6232,47.7025,1.8,15,198.8667,49.6831,,1.8,,0.9333333333333333,0.06666666666666667,8,0.3066152311937552,5.197383719718985,102,Medium
Kitsap,Kingston,368,166.9891,84.1918,6.0,308.0,56431.0714,15782.0187,31950.0,98950.0,2021.2772,2008,2026,-122.5001,47.797,2.7228,368,166.9891,84.1918,56431.0714,2.7228,148.78,0.7581521739130435,0.2418478260869565,27,0.25422163558595984,5.07598168337909,102,Very High
Kitsap,Olalla,144,186.4444,68.9145,6.0,337.0,65572.2222,7364.9131,52900.0,69900.0,2021.8472,2012,2026,-122.5473,47.426,2.1528,144,186.4444,68.9145,65572.2222,2.1528,59.2,0.8541666666666666,0.14583333333333334,21,0.2806832378322654,5.126588488458972,102,Very High
Kitsap,Port Gamble,3,94.3333,104.5052,33.0,215.0,39995.0,,39995.0,39995.0,2018.0,2012,2024,-122.6468,47.7369,6.0,3,94.3333,104.5052,39995.0,6.0,2.5,0.3333333333333333,0.6666666666666666,3,0.34076176428701704,5.221384131626399,102,Low
Kitsap,Port Orchard,1683,166.8562,83.7396,6.0,322.0,58607.6111,19534.856,31950.0,184400.0,2021.568,2008,2026,-122.6639,47.5213,2.432,1683,166.8562,83.7396,58607.6111,2.432,674.8,0.7534165181224005,0.24658348187759951,35,0.34248978086944665,5.239704443954826,102,Very High
Kitsap,Poulsbo,1046,159.3901,84.9778,6.0,337.0,58866.5909,23765.3729,31950.0,184400.0,2021.153,2011,2026,-122.6467,47.7369,2.847,1046,159.3901,84.9778,58866.5909,2.847,419.94,0.737093690248566,0.26290630975143403,34,0.340669414535556,5.2212841428139045,102,Very High
