County,City,VIN (1-10)_count,Electric Range_mean,Electric Range_std,Electric Range_min,Electric Range_max,Base MSRP_mean,Base MSRP_std,Base MSRP_min,Base MSRP_max,Model Year_mean,Model Year_min,Model Year_max,Longitude_mean,Latitude_mean,Vehicle Age_mean,EV_Count,Avg_Range,Range_Std,Avg_MSRP,Avg_Age,Charging_Score,BEV_Ratio,PHEV_Ratio,Make_Diversity,Distance_From_Seattle,Distance_From_Spokane,County_Encoded,EV_Density_Category
Ada,Boise,2,215.0,0.0,215.0,215.0,,,,,2022.5,2022,2023,-116.1734,43.5804,1.5,2,215.0,0.0,,1.5,,1.0,0.0,1,7.357761298791908,4.266421605983171,0,Low
Adams,Benge,1,32.0,,32.0,32.0,39995.0,,39995.0,39995.0,2025.0,2025,2025,-118.1026,46.909,-1.0,1,32.0,0.0,39995.0,-1.0,2.06,0.0,1.0,1,4.28657883282228,1.0099443549027798,1,Low
Adams,Hatton,1,266.0,,266.0,266.0,,,,,2020.0,2020,2020,-119.1742,46.8262,4.0,1,266.0,0.0,,4.0,,1.0,0.0,1,3.2528037767439937,1.9363434612692008,1,Low
Adams,Lind,3,215.0,0.0,215.0,215.0,,,,,2023.0,2022,2024,-118.6157,46.9714,1.0,3,215.0,0.0,,1.0,,1.0,0.0,2,3.7702254574494543,1.3740104985042874,1,Low
Adams,Othello,63,174.3651,89.1408,18.0,322.0,59712.5,12569.83,44100.0,69900.0,2021.2222,2011,2025,-119.1742,46.8262,2.7778,63,174.3651,89.1408,59712.5,2.7778,26.78,0.7777777777777778,0.2222222222222222,12,3.2528037767439937,1.9363434612692008,1,High
Adams,Ritzville,26,158.2308,91.0645,19.0,259.0,,,,,2022.2692,2014,2026,-118.3798,47.1274,1.7308,26,158.2308,91.0645,,1.7308,,0.6923076923076923,0.3076923076923077,9,3.9811963943015862,1.091842662657949,1,Medium
Adams,Washtucna,2,149.5,92.631,84.0,215.0,,,,,2019.0,2015,2023,-118.311,46.7558,5.0,2,149.5,92.631,,5.0,,1.0,0.0,2,4.110039582534446,1.2643709898601783,1,Low
Alameda,Alameda,3,150.3333,112.006,21.0,215.0,,,,,2022.3333,2021,2023,-122.2458,37.7671,1.6667,3,150.3333,112.006,,1.6667,,0.6666666666666666,0.3333333333333333,2,9.839478466870082,11.003463133486658,2,Low
Alameda,Berkeley,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-122.2702,37.9006,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,9.705797389704777,10.894436235069717,2,Low
Alameda,Dublin,2,215.0,0.0,215.0,215.0,,,,,2023.0,2023,2023,-121.9164,37.7042,1.0,2,215.0,0.0,,1.0,,1.0,0.0,1,9.910721996403694,10.92051982828656,2,Low
Alameda,Fremont,1,215.0,,215.0,215.0,,,,,2022.0,2022,2022,-121.9833,37.5515,2.0,1,215.0,0.0,,2.0,,1.0,0.0,1,10.060748159555535,11.087222221097583,2,Low
Albemarle,Charlottesville,2,211.5,4.9497,208.0,215.0,69900.0,,69900.0,69900.0,2019.0,2014,2024,-78.4746,38.0604,5.0,2,211.5,4.9497,69900.0,5.0,2.02,1.0,0.0,1,44.88432470128074,40.11659063928539,3,Low
Alexandria,Alexandria,4,204.5,123.4409,35.0,330.0,61400.0,12020.8153,52900.0,69900.0,2021.25,2018,2024,-77.0623,38.8128,2.75,4,204.5,123.4409,61400.0,2.75,3.31,0.75,0.25,2,46.115926485326085,41.321664943344196,4,Low
Allegheny,Pittsburgh,2,254.0,55.1543,215.0,293.0,,,,,2021.5,2020,2023,-80.0068,40.4999,2.5,2,254.0,55.1543,,2.5,,1.0,0.0,2,42.91771801692163,38.09785266717798,5,Low
Allen,Fort Wayne,2,121.5,125.1579,33.0,210.0,54947.5,21146.0283,39995.0,69900.0,2017.5,2017,2018,-85.1673,41.1086,6.5,2,121.5,125.1579,54947.5,6.5,2.01,0.5,0.5,2,37.72851925003153,32.91699934274083,6,Low
Anchorage,Eagle River,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-149.5671,61.3216,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,30.493563618573685,34.92452452145913,7,Low
Anne Arundel,Annapolis,3,215.0,0.0,215.0,215.0,,,,,2023.3333,2022,2024,-76.4898,38.9731,0.6667,3,215.0,0.0,,0.6667,,1.0,0.0,3,46.64811769943134,41.84750715311487,8,Low
Anne Arundel,Crofton,1,25.0,,25.0,25.0,,,,,2023.0,2023,2023,-76.6908,39.0119,1.0,1,25.0,0.0,,1.0,,0.0,1.0,1,46.44340920066054,41.64283129963668,8,Low
Anne Arundel,Edgewater,1,200.0,,200.0,200.0,,,,,2017.0,2017,2017,-76.5657,38.926,7.0,1,200.0,0.0,,7.0,,1.0,0.0,1,46.582284626239606,41.783081647121236,8,Low
Anne Arundel,Fort George G Meade,2,123.5,129.4005,32.0,215.0,,,,,2024.0,2024,2024,-76.7352,39.1085,0.0,2,123.5,129.4005,,0.0,,0.5,0.5,2,46.3819813602222,41.5794280231222,8,Low
Anne Arundel,Gambrills,1,47.0,,47.0,47.0,,,,,2018.0,2018,2018,-76.6969,39.0606,6.0,1,47.0,0.0,,6.0,,0.0,1.0,1,46.428426189135465,41.62677780047358,8,Low
Anne Arundel,Hanover,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-76.7201,39.1559,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,46.388167824241556,41.58448753104936,8,Low
Anne Arundel,Odenton,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-76.695,39.0814,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,46.42646994388008,41.624345661643744,8,Low
Anne Arundel,Pasadena,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-76.5729,39.1097,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,46.541324614690545,41.738026910959746,8,Low
Arapahoe,Englewood,2,118.5,136.4716,22.0,215.0,44100.0,,44100.0,44100.0,2022.5,2022,2023,-104.8751,39.6056,1.5,2,118.5,136.4716,44100.0,1.5,2.61,0.5,0.5,1,19.203032295968253,14.91238146809556,9,Low
Arlington,Arlington,3,216.6667,2.8868,215.0,220.0,,,,,2020.6667,2019,2022,-77.0933,38.8547,3.3333,3,216.6667,2.8868,,3.3333,,1.0,0.0,2,46.077519222393036,41.28242805480318,10,Low
Asotin,Asotin,15,190.2,88.8097,21.0,322.0,69900.0,0.0,69900.0,69900.0,2021.4667,2014,2025,-117.0478,46.3406,2.5333,15,190.2,88.8097,69900.0,2.5333,7.59,0.8,0.2,7,5.433743631236204,1.3713812307305355,11,Medium
Asotin,Clarkston,81,150.963,93.0474,6.0,330.0,51581.6667,15230.6273,36800.0,69900.0,2021.5309,2012,2026,-117.0456,46.414,2.4691,81,150.963,93.0474,51581.6667,2.4691,34.03,0.6666666666666666,0.3333333333333333,18,5.419264072731651,1.3016263672805655,11,High
Atlantic,Egg Harbor Township,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-74.5811,39.3623,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,48.45740282155038,43.64077643970143,12,Low
Autauga,Prattville,3,93.0,105.8867,25.0,215.0,,,,,2022.0,2021,2023,-86.4411,32.4618,2.0,3,93.0,105.8867,,2.0,,0.3333333333333333,0.6666666666666666,3,38.9553171256505,34.51105383800964,13,Low
Baldwin,Foley,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-87.6838,30.4061,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,38.68265933076473,34.38392237848963,14,Low
Bannock,Pocatello,1,291.0,,291.0,291.0,,,,,2020.0,2020,2020,-112.4617,42.9179,4.0,1,291.0,0.0,,4.0,,1.0,0.0,1,10.927257343450828,6.864430588184286,15,Low
Barnstable,Brewster,1,220.0,,220.0,220.0,,,,,2019.0,2019,2019,-70.0662,41.7592,5.0,1,220.0,0.0,,5.0,,1.0,0.0,1,52.591935805881874,47.72584138807823,16,Low
Beaufort,Bluffton,1,215.0,,215.0,215.0,,,,,2022.0,2022,2022,-80.8613,32.2372,2.0,1,215.0,0.0,,2.0,,1.0,0.0,1,44.227066527636666,39.68378803302427,17,Low
Beaver,Rochester,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-80.2858,40.7012,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,42.60951030802865,37.786275998039294,18,Low
Bell,Killeen,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-97.7634,31.1058,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,29.595341184889215,25.70252220619603,19,Low
Benton,Benton City,105,162.9714,93.3229,10.0,322.0,60048.5,15047.5046,39995.0,81100.0,2020.6571,2012,2025,-119.4876,46.2654,3.3429,105,162.9714,93.3229,60048.5,3.3429,43.51,0.7142857142857143,0.2857142857142857,22,3.1446661015122075,2.4883243598855826,20,Very High
Benton,Grandview,5,156.0,83.4386,38.0,215.0,,,,,2020.4,2015,2024,-119.9012,46.2561,3.6,5,156.0,83.4386,,3.6,,0.6,0.4,3,2.780655465892883,2.8450276501292553,20,Low
Benton,Kennewick,1375,165.8945,87.8302,1.0,337.0,62331.25,12700.6073,31950.0,81100.0,2021.0538,2011,2026,-119.2021,46.2014,2.9462,1375,165.8945,87.8302,62331.25,2.9462,551.53,0.7323636363636363,0.2676363636363636,32,3.430796269089725,2.297508644162193,20,Very High
Benton,Paterson,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-119.6031,45.9397,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,3.1976027348624774,2.7739987779377215,20,Low
Benton,Plymouth,1,53.0,,53.0,53.0,,,,,2017.0,2017,2017,-119.3511,45.9356,7.0,1,53.0,0.0,,7.0,,0.0,1.0,1,3.4172013929530065,2.5836850136965217,20,Low
Benton,Pros,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-119.769,46.2066,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,2.920335900200515,2.756543821527242,20,Low
Benton,Prosser,109,174.7156,85.0055,6.0,322.0,66162.5,7475.0,54950.0,69900.0,2021.5046,2012,2025,-119.769,46.2066,2.4954,109,174.7156,85.0055,66162.5,2.4954,45.17,0.7614678899082569,0.23853211009174313,17,2.920335900200515,2.756543821527242,20,Very High
Benton,Rich,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-119.2737,46.2739,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,3.335990684939027,2.309100106101946,20,Low
Benton,Richland,1431,164.1803,88.7385,1.0,330.0,60153.6957,14569.1379,32250.0,90700.0,2021.6792,2011,2026,-119.2724,46.2852,2.3208,1431,164.1803,88.7385,60153.6957,2.3208,574.01,0.7176799440950384,0.28232005590496156,33,3.332687367575895,2.301297442748329,20,Very High
Benton,West Richland,359,164.2201,85.3335,6.0,322.0,60017.8846,14815.0962,32250.0,69900.0,2021.2228,2012,2026,-119.3388,46.2969,2.7772,359,164.2201,85.3335,60017.8846,2.7772,145.15,0.7270194986072424,0.27298050139275765,22,3.267125859222437,2.348100391806111,20,Very High
Benton,Wrch,3,215.0,0.0,215.0,215.0,,,,,2023.3333,2021,2025,-119.3384,46.297,0.6667,3,215.0,0.0,,0.6667,,1.0,0.0,1,3.2674522689704335,2.34771655018232,20,Low
Berkeley,Hanahan,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-80.008,32.9035,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,44.80512055669531,40.22220284979429,21,Low
Berkeley,Moncks Corner,1,21.0,,21.0,21.0,,,,,2024.0,2024,2024,-80.0124,33.1967,0.0,1,21.0,0.0,,0.0,,0.0,1.0,1,44.7056003017519,40.111467205401496,21,Low
Bexar,Converse,2,215.0,0.0,215.0,215.0,,,,,2022.5,2022,2023,-98.3121,29.5153,1.5,2,215.0,0.0,,1.5,,1.0,0.0,2,30.070601304430213,26.35389469243588,22,Low
Bexar,Jbsa Ft Sam Houston,2,32.0,0.0,32.0,32.0,39995.0,0.0,39995.0,39995.0,2022.5,2022,2023,-98.4621,29.4491,1.5,2,32.0,0.0,39995.0,1.5,2.21,0.0,1.0,1,29.990951642287037,26.291114036875648,22,Low
Bexar,Jbsa Lackland,2,215.0,0.0,215.0,215.0,,,,,2024.0,2023,2025,-98.6194,29.3828,0.0,2,215.0,0.0,,0.0,,1.0,0.0,2,29.906261030927954,26.224042014151824,22,Low
Bexar,San Antonio,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-98.7228,29.4454,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,29.786132732028165,26.106275678464744,22,Low
Brevard,Melbourne,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-80.684,28.0788,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,45.99873459531251,41.63353172624201,23,Low
Bristol,North Dartmouth,1,215.0,,215.0,215.0,,,,,2022.0,2022,2022,-70.9807,41.6405,2.0,1,215.0,0.0,,2.0,,1.0,0.0,1,51.69676835596206,46.833597203076344,24,Low
Brown,Green Bay,1,220.0,,220.0,220.0,,,,,2019.0,2019,2019,-88.0862,44.5697,5.0,1,220.0,0.0,,5.0,,1.0,0.0,1,34.38025594814558,29.501972863691673,25,Low
Bucks,Feasterville Trevose,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-74.9714,40.126,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,47.94777676316181,43.117700970715035,26,Low
Burlington,Joint Base Mdl,2,30.0,7.0711,25.0,35.0,,,,,2016.0,2012,2020,-74.5792,40.032,8.0,2,30.0,7.0711,,8.0,,0.0,1.0,2,48.34984967970428,43.52029812030244,27,Low
Caddo,Shreveport,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-93.6982,32.4169,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,32.413192741536584,28.201489472189234,28,Low
Calvert,Owings,1,32.0,,32.0,32.0,39995.0,,39995.0,39995.0,2021.0,2021,2021,-76.604,38.7197,3.0,1,32.0,0.0,39995.0,3.0,1.66,0.0,1.0,1,46.5835701922899,41.7892712644047,29,Low
Camden,Camden,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-75.1193,39.9396,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,47.83121616057865,43.005149848942516,30,Low
Camden,Saint Marys,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-81.5461,30.7312,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,44.13913706678009,39.672545491435265,30,Low
Carroll,Westminster,1,19.0,,19.0,19.0,,,,,2015.0,2015,2015,-76.9922,39.5747,9.0,1,19.0,0.0,,9.0,,0.0,1.0,1,46.04575468227229,41.23402545532028,31,Low
Charlottesville,Charlottesville,1,21.0,,21.0,21.0,,,,,2022.0,2022,2022,-78.4746,38.0604,2.0,1,21.0,0.0,,2.0,,0.0,1.0,1,44.88432470128074,40.11659063928539,32,Low
Chelan,Cashmere,103,179.7184,78.9552,6.0,330.0,63921.4286,7203.0582,52900.0,69900.0,2021.5534,2014,2026,-120.47,47.5224,2.4466,103,179.7184,78.9552,63921.4286,2.4466,42.79,0.8155339805825242,0.18446601941747573,18,1.863984670001337,3.047054472765458,33,Very High
Chelan,Chelan,224,186.4598,75.7716,14.0,330.0,73696.6129,30711.7006,39995.0,184400.0,2021.7768,2013,2026,-120.0145,47.8398,2.2232,224,186.4598,75.7716,73696.6129,2.2232,91.17,0.8303571428571429,0.16964285714285715,25,2.329342980327284,2.59482046585115,33,Very High
Chelan,Chelan Falls,5,176.4,86.3122,22.0,215.0,,,,,2023.8,2022,2025,-119.9852,47.8029,0.2,5,176.4,86.3122,,0.2,,0.8,0.2,4,2.355128552754596,2.563253684284882,33,Low
Chelan,Dryden,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-120.5598,47.5413,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,1.7734878911343053,3.136002023277402,33,Low
Chelan,Entiat,34,176.0294,91.798,6.0,322.0,69900.0,0.0,69900.0,69900.0,2020.2059,2012,2024,-120.2083,47.6756,3.7941,34,176.0294,91.798,69900.0,3.7941,15.04,0.7941176470588235,0.20588235294117646,8,2.124933598962568,2.782350720164508,33,Medium
Chelan,Holden Village,1,220.0,,220.0,220.0,,,,,2019.0,2019,2019,-120.0145,47.8398,5.0,1,220.0,0.0,,5.0,,1.0,0.0,1,2.329342980327284,2.59482046585115,33,Low
Chelan,Leavenworth,370,176.9297,79.7322,14.0,322.0,61962.6667,11637.7852,34995.0,81100.0,2021.5162,2013,2026,-120.6574,47.5981,2.4838,370,176.9297,79.7322,61962.6667,2.4838,149.59,0.8,0.2,25,1.674719588468471,3.2319700571013894,33,Very High
Chelan,Malaga,33,187.8485,70.3501,32.0,322.0,69900.0,0.0,69900.0,69900.0,2020.5758,2013,2025,-120.2023,47.3724,3.4242,33,187.8485,70.3501,69900.0,3.4242,14.66,0.8787878787878788,0.12121212121212122,8,2.1425943339792566,2.7910332584904745,33,Medium
Chelan,Manson,114,175.4561,85.9754,13.0,308.0,65516.6667,8365.9845,52900.0,81100.0,2021.5702,2012,2025,-120.1603,47.8854,2.4298,114,175.4561,85.9754,65516.6667,2.4298,47.19,0.7631578947368421,0.23684210526315788,19,2.189673007551574,2.743673459069068,33,Very High
Chelan,Monitor,2,215.0,0.0,215.0,215.0,,,,,2024.5,2024,2025,-120.4243,47.4905,-0.5,2,215.0,0.0,,-0.5,,1.0,0.0,2,1.91130513785737,3.0030197768246554,33,Low
Chelan,Peshastin,26,171.2308,82.89,18.0,291.0,,,,,2021.1538,2013,2024,-120.6036,47.568,2.8462,26,171.2308,82.89,,2.8462,,0.7692307692307693,0.23076923076923078,9,1.728922060128793,3.178897041428047,33,Medium
Chelan,Wenatchee,640,175.3688,78.5338,6.0,330.0,64723.1481,13487.8552,39995.0,89100.0,2021.6438,2011,2026,-120.3052,47.4149,2.3562,640,175.3688,78.5338,64723.1481,2.3562,257.58,0.8015625,0.1984375,28,2.0359074880750327,2.889512043581058,33,Very High
Chesapeake,Chesapeake,2,237.0,31.1127,215.0,259.0,,,,,2021.0,2020,2022,-76.3326,36.7955,3.0,2,237.0,31.1127,,3.0,,1.0,0.0,2,47.25278018000634,42.5050445294438,34,Low
Chesterfield,North Chesterfield,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-77.6012,37.4995,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,45.85846486418837,41.10019551693154,35,Low
Christian,Ozark,1,21.0,,21.0,21.0,,,,,2024.0,2024,2024,-93.2063,37.0213,0.0,1,21.0,0.0,,0.0,,0.0,1.0,1,30.98955200789453,26.452793318286826,36,Low
Churchill,Fallon,1,32.0,,32.0,32.0,39995.0,,39995.0,39995.0,2023.0,2023,2023,-118.778,39.4749,1.0,1,32.0,0.0,39995.0,1.0,1.86,0.0,1.0,1,8.874100884033266,8.29482508616065,37,Low
Clackamas,Damascus,1,238.0,,238.0,238.0,,,,,2018.0,2018,2018,-122.4569,45.4176,6.0,1,238.0,0.0,,6.0,,1.0,0.0,1,2.1921553320875793,5.507534135164304,38,Low
Clackamas,Gladstone,1,14.0,,14.0,14.0,54950.0,,54950.0,54950.0,2018.0,2018,2018,-122.5948,45.3806,6.0,1,14.0,0.0,54950.0,6.0,1.19,0.0,1.0,1,2.24105034526224,5.648600594837631,38,Low
Clallam,Beaver,1,38.0,,38.0,38.0,,,,,2022.0,2022,2022,-124.3315,48.0543,2.0,1,38.0,0.0,,2.0,,0.0,1.0,1,2.048998284528328,6.916816500385133,39,Low
Clallam,Clallam Bay,3,206.0,149.7097,37.0,322.0,,,,,2021.3333,2020,2024,-124.2602,48.2537,2.6667,3,206.0,149.7097,,2.6667,,0.6666666666666666,0.3333333333333333,3,2.033918843022013,6.8600434145856495,39,Low
Clallam,Forks,28,147.8214,97.5041,6.0,239.0,58566.6667,9814.9546,52900.0,69900.0,2020.9286,2012,2025,-124.3854,47.9501,3.0714,28,147.8214,97.5041,58566.6667,3.0714,12.73,0.6428571428571429,0.35714285714285715,9,2.0819001176809677,6.965493812358175,39,Medium
Clallam,La Push,1,19.0,,19.0,19.0,,,,,2015.0,2015,2015,-124.3854,47.9501,9.0,1,19.0,0.0,,9.0,,0.0,1.0,1,2.0819001176809677,6.965493812358175,39,Low
Clallam,Neah Bay,8,169.125,85.015,25.0,215.0,,,,,2020.75,2013,2024,-124.6274,48.3678,3.25,8,169.125,85.015,,3.25,,0.75,0.25,4,2.4183541200576872,7.236217448363468,39,Low
Clallam,Port Angeles,664,153.3464,87.8018,6.0,322.0,51115.0,15318.5185,32250.0,81100.0,2020.9834,2011,2026,-123.4401,48.1215,3.0166,664,153.3464,87.8018,51115.0,3.0166,267.17,0.6957831325301205,0.3042168674698795,29,1.2219648481032526,6.031872851776635,39,Very High
Clallam,Sekiu,6,173.8333,120.7765,21.0,322.0,64950.0,,64950.0,64950.0,2021.6667,2017,2024,-124.3004,48.2598,2.3333,6,173.8333,120.7765,64950.0,2.3333,4.06,0.6666666666666666,0.3333333333333333,5,2.073981159509409,6.900621447377035,39,Low
Clallam,Sequim,816,155.0564,86.7478,6.0,322.0,58767.9464,22444.1752,31950.0,184400.0,2020.8297,2002,2026,-123.1037,48.0796,3.1703,816,155.0564,86.7478,58767.9464,3.1703,327.91,0.7120098039215687,0.28799019607843135,28,0.9052480985895569,5.693272339349314,39,Very High
Clark,Amboy,33,190.7576,57.3389,25.0,238.0,69900.0,0.0,69900.0,69900.0,2021.3636,2012,2025,-122.4215,45.9196,2.6364,33,190.7576,57.3389,69900.0,2.6364,14.72,0.9090909090909091,0.09090909090909091,9,1.6889677083946852,5.289597044199105,40,Medium
Clark,Battle Ground,882,166.3039,82.99,6.0,330.0,59239.0179,13626.9943,32250.0,81100.0,2021.4422,2011,2026,-122.5331,45.7809,2.5578,882,166.3039,82.99,59239.0179,2.5578,354.38,0.7596371882086168,0.24036281179138322,30,1.8363335998668646,5.441413310896354,40,Very High
Clark,Brush Prairie,400,166.375,85.7947,6.0,330.0,67971.7045,29286.1941,39995.0,184400.0,2021.2275,2010,2026,-122.5458,45.7347,2.7725,400,166.375,85.7947,67971.7045,2.7725,161.52,0.74,0.26,28,1.8836613124444688,5.469416134287095,40,Very High
Clark,Camas,2177,173.7712,79.9734,6.0,337.0,61333.151,16079.2468,31950.0,184400.0,2021.6941,2011,2026,-122.402,45.5869,2.3059,2177,173.7712,79.9734,61333.151,2.3059,872.4,0.7882406982085439,0.21175930179145613,35,2.020509465456672,5.3901155469989686,40,Very High
Clark,Henderson,1,322.0,,322.0,322.0,,,,,2020.0,2020,2020,-115.1463,35.9556,4.0,1,322.0,0.0,,4.0,,1.0,0.0,1,13.688396619034682,11.92316746213019,40,Low
Clark,La Center,268,170.5299,84.2477,6.0,322.0,62009.7826,12528.4593,39995.0,69900.0,2021.2127,2011,2026,-122.6725,45.8616,2.7873,268,170.5299,84.2477,62009.7826,2.7873,108.75,0.75,0.25,24,1.7774986132202737,5.545781287609525,40,Very High
Clark,Las Vegas,6,172.3333,116.2801,19.0,291.0,52900.0,,52900.0,52900.0,2020.3333,2014,2023,-115.2793,36.168,3.6667,6,172.3333,116.2801,52900.0,3.6667,3.99,0.6666666666666666,0.3333333333333333,5,13.437797702004593,11.68960245389038,40,Low
Clark,North Las Vegas,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-115.1476,36.2335,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,13.451964374766982,11.650261226685005,40,Low
Clark,Ridgefield,1301,172.9231,80.5237,6.0,330.0,61902.2727,17903.6409,31950.0,184400.0,2021.8117,2012,2026,-122.746,45.8154,2.1883,1301,172.9231,80.5237,61902.2727,2.1883,522.01,0.7740199846272099,0.22598001537279017,36,1.8380092083556094,5.630321798973832,40,Very High
Clark,Vancouver,9322,162.5425,85.5267,6.0,337.0,59576.3375,18473.763,31950.0,184400.0,2021.5547,2011,2026,-122.595,45.6621,2.4453,9322,162.5425,85.5267,59576.3375,2.4453,3730.39,0.736429950654366,0.263570049345634,37,1.9617954072736525,5.541242810958563,40,Very High
Clark,Washougal,739,164.7321,86.2121,6.0,337.0,59649.6269,13093.4319,36900.0,69900.0,2021.4763,2012,2026,-122.3534,45.5792,2.5237,739,164.7321,86.2121,59649.6269,2.5237,297.18,0.7293640054127198,0.2706359945872801,31,2.027111908602977,5.348271395507142,40,Very High
Clark,Woodland,66,182.803,80.0871,18.0,322.0,57448.125,14597.155,39995.0,69900.0,2021.1061,2012,2026,-122.7402,45.9094,2.8939,66,182.803,80.0871,57448.125,2.8939,27.98,0.8333333333333334,0.16666666666666666,13,1.7451864800072268,5.594740565924393,40,High
Clark,Yacolt,83,169.1205,77.5063,14.0,220.0,68910.0,2213.7073,64950.0,69900.0,2021.5422,2011,2026,-122.4091,45.8668,2.4578,83,169.1205,77.5063,68910.0,2.4578,34.74,0.7831325301204819,0.21686746987951808,19,1.7411034891700181,5.295521656078836,40,High
Clay,Middleburg,1,208.0,,208.0,208.0,69900.0,,69900.0,69900.0,2015.0,2015,2015,-81.8667,30.0668,9.0,1,208.0,0.0,69900.0,9.0,1.2,1.0,0.0,1,44.103051476286765,39.67294141464684,41,Low
Cobb,Marietta,1,153.0,,153.0,153.0,,,,,2020.0,2020,2020,-84.4114,33.9696,4.0,1,153.0,0.0,,4.0,,1.0,0.0,1,40.29809360317185,35.740145632048005,42,Low
Cochise,Fort Huachuca,1,215.0,,215.0,215.0,,,,,2024.0,2024,2024,-110.3462,31.5551,0.0,1,215.0,0.0,,0.0,,1.0,0.0,1,20.032463902875254,17.591268337729378,43,Low
Collin,Plano,1,37.0,,37.0,37.0,,,,,2024.0,2024,2024,-96.8213,33.0818,0.0,1,37.0,0.0,,0.0,,0.0,1.0,1,29.35573388624444,25.239702674358117,44,Low
Columbia,Dayton,23,190.4348,68.2927,25.0,249.0,69900.0,0.0,69900.0,69900.0,2021.5652,2014,2025,-117.9758,46.3219,2.4348,23,190.4348,68.2927,69900.0,2.4348,10.76,0.8695652173913043,0.13043478260869565,11,4.5416710779183385,1.4455385328658676,45,Medium
Columbia,Evans,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-82.1303,33.5334,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,42.59376037731347,38.017277173017,45,Low
Columbia,Grovetown,1,42.0,,42.0,42.0,,,,,2021.0,2021,2021,-82.2036,33.4524,3.0,1,42.0,0.0,,3.0,,0.0,1.0,1,42.5514578679744,37.979458431104575,45,Low
Contra Costa,Bay Point,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-121.8885,38.0195,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,9.596957739304681,10.622147181243532,46,Low
Contra Costa,Lafayette,1,215.0,,215.0,215.0,,,,,2021.0,2021,2021,-122.1281,37.8908,3.0,1,215.0,0.0,,3.0,,1.0,0.0,1,9.717541518305957,10.84082876951758,46,Low
Contra Costa,Martinez,1,215.0,,215.0,215.0,,,,,2023.0,2023,2023,-122.1349,38.0139,1.0,1,215.0,0.0,,1.0,,1.0,0.0,1,9.594326820053611,10.733025445791135,46,Low
Contra Costa,Walnut Creek,2,126.5,132.229,33.0,220.0,,,,,2021.0,2019,2023,-122.0375,37.9091,3.0,2,126.5,132.229,,3.0,,0.5,0.5,2,9.701573973845685,10.785294726617344,46,Low
Cook,Chicago,1,32.0,,32.0,32.0,39995.0,,39995.0,39995.0,2022.0,2022,2022,-87.6534,41.883,2.0,1,32.0,0.0,39995.0,2.0,1.76,0.0,1.0,1,35.147791565473916,30.327670144605566,47,Low
Cook,Des Plaines,1,215.0,,215.0,215.0,,,,,2025.0,2025,2025,-87.8892,42.0423,-1.0,1,215.0,0.0,,-1.0,,1.0,0.0,1,34.889401594467046,30.066054388462746,47,Low
