County,City,EV_Count,Avg_Range,Avg_MSRP,Longitude,Latitude,Charging_Score
Skamania,Bingen,5,207.0,,-121.4662,45.7151,
Franklin,Othello,5,149.6,,-119.1742,46.8262,
San Diego,Chula Vista,5,225.2,,-116.9716,32.6208,
Benton,Grandview,5,156.0,,-119.9012,46.2561,
Spokane,Edwall,5,144.4,,-117.8758,47.502,
Duval,Jacksonville,5,176.2,,-81.6032,30.3086,
Lewis,Salkum,5,215.0,,-122.6306,46.5319,
Wahkiakum,Grays River,5,205.0,,-123.6102,46.3559,
Chelan,Chelan Falls,5,176.4,,-119.9852,47.8029,
Klickitat,Centerville,5,114.8,,-120.8875,45.7662,
San Juan,Waldron,5,141.6,,-123.036,48.6884,
Grays Harbor,Quinault,5,150.4,,-123.8462,47.4681,
Whitman,Uniontown,4,166.5,,-117.098,46.5463,
Prince George'S,Upper Marlboro,4,117.0,,-76.7823,38.8543,
Grays Harbor,Amanda Park,4,119.75,,-123.8969,47.4592,
Spokane,Fairfield,4,122.25,,-117.1712,47.3852,
Okanogan,Riverside,4,166.5,,-119.5085,48.5012,
Spokane,Reardan,4,126.0,,-117.877,47.6695,
Lewis,Pe Ell,4,227.75,,-123.2983,46.57,
Santa Clara,San Jose,4,136.0,,-121.934,37.3279,
Wahkiakum,Rosburg,4,173.0,,-123.6386,46.334,
Whitman,Oakesdale,4,167.5,,-117.2426,47.129,
Pierce,Pacific,4,233.5,,-122.2469,47.2647,
Hillsborough,Tampa,4,128.75,,-82.4133,27.9832,
Stevens,Springdale,4,173.75,,-117.7414,48.0574,
Douglas,Bridgeport,4,215.0,,-119.6701,48.0074,
Lincoln,Sprague,4,80.75,,-117.9738,47.3004,
Douglas,Palisades,4,198.75,,-119.9176,47.4149,
El Paso,El Paso,4,146.75,,-106.3659,31.8437,
San Francisco,San Francisco,4,185.75,,-122.4548,37.7369,
Lincoln,Lincoln,4,122.5,,-118.419,47.8294,
Pierce,Elbe,4,215.0,,-122.1937,46.7646,
Grant,Marlin,4,215.0,,-118.985,47.4072,
Whitman,Tekoa,3,150.3333,,-117.0735,47.2268,
Pacific,Willapa,3,150.3333,,-123.7299,46.6887,
Pacific,Chinook,3,157.3333,,-123.9453,46.2726,
Autauga,Prattville,3,93.0,,-86.4411,32.4618,
Arlington,Arlington,3,216.6667,,-77.0933,38.8547,
Pacific,Lebam,3,215.0,,-123.7299,46.6887,
Adams,Lind,3,215.0,,-118.6157,46.9714,
Alameda,Alameda,3,150.3333,,-122.2458,37.7671,
Newport,Middletown,3,85.3333,,-71.2992,41.5162,
New York,New York,3,215.0,,-73.9764,40.7732,
Pend Oreille,Ione,3,94.3333,,-117.4179,48.7417,
Anne Arundel,Annapolis,3,215.0,,-76.4898,38.9731,
Snohomish,Shoreline,3,216.6667,,-122.365,47.7224,
Clallam,Clallam Bay,3,206.0,,-124.2602,48.2537,
Kings,Hanford,3,215.0,,-119.6459,36.3274,
Douglas,Coulee Dam,3,152.0,,-118.9767,47.9708,
Stevens,Ford,3,96.0,,-117.8058,47.9089,
Lake,Libertyville,3,215.0,,-87.9534,42.2878,
Cumberland,Fort Bragg,3,105.3333,,-78.9973,35.1356,
Cowlitz,Ryderwood,3,161.0,,-123.0437,46.3733,
Dupage,Lisle,3,215.0,,-88.0719,41.7988,
Santa Clara,Santa Clara,3,146.6667,,-121.9734,37.355,
Klickitat,Bickleton,3,156.0,,-120.3001,45.9978,
Skagit,Clearlake,3,151.3333,,-122.2345,48.4638,
Travis,Austin,3,155.0,,-97.748,30.3616,
Lincoln,Harrington,3,161.0,,-118.2568,47.4829,
Lincoln,Deer Meadows,3,181.3333,,-118.1491,47.6541,
Lincoln,Seven Bays,3,149.6667,,-118.1491,47.6541,
Benton,Wrch,3,215.0,,-119.3384,46.297,
Maricopa,Phoenix,3,168.3333,,-112.0921,33.6001,
Garfield,Pomeroy,3,27.0,,-117.5894,46.474,
Franklin,Pasc,3,157.3333,,-119.0947,46.2354,
Prince William,Manassas,3,58.0,,-77.4498,38.7801,
Thurston,Bucoda,3,167.6667,,-122.8689,46.7982,
San Bernardino,Fort Irwin,3,215.0,,-116.7639,35.1582,
King,Gold Bar,3,152.0,,-121.6974,47.8556,
Stevens,Wellpinit,2,21.0,,-117.987,47.8868,
York,Yorktown,2,215.0,,-76.549,37.2409,
Skagit,Lyman,2,226.5,,-122.0598,48.5252,
Spokane,Rosalia,2,215.0,,-117.3705,47.2344,
St. Louis,Saint Louis,2,268.5,,-90.2609,38.6885,
Stafford,Stafford,2,215.0,,-77.4091,38.4496,
Skagit,Hamilton,2,215.0,,-121.9874,48.5179,
Thurston,Oakville,2,117.0,,-123.2329,46.8408,
Sarpy,Bellevue,2,128.5,,-95.9609,41.1316,
Yakima,Buena,2,215.0,,-120.313,46.4273,
Polk,Salem,2,182.0,,-123.0566,44.9473,
Riverside,Riverside,2,252.0,,-117.4881,33.9136,
Rockingham,Epping,2,215.0,,-71.0734,43.0346,
Rockingham,Portsmouth,2,261.5,,-70.7651,43.075,
Salt Lake,Salt Lake City,2,29.0,,-111.9383,40.6589,
San Diego,Coronado,2,215.0,,-117.1742,32.6799,
San Diego,National City,2,215.0,,-117.1056,32.6722,
Yakima,Parker,2,120.0,,-120.4672,46.5034,
Walla Walla,Walla Walla Co,2,31.0,,-118.3426,46.0707,
Walla Walla,Prescott,2,215.0,,-118.3124,46.2996,
San Juan,Lopez Is,2,54.5,,-122.914,48.5234,
Pierce,Artondale,2,215.0,,-122.5801,47.328,
Pend Oreille,Usk,2,118.0,,-117.2805,48.3138,
Santa Clara,Cupertino,2,118.5,,-122.0293,37.3191,
Santa Clara,Mountain View,2,215.0,,-122.0761,37.3787,
Whitman,St John,2,215.0,,-117.5821,47.0918,
Santa Clara,Sunnyvale,2,215.0,,-122.0299,37.3822,
Orange,West Point,2,128.5,,-73.955,41.3952,
Ada,Boise,2,215.0,,-116.1734,43.5804,
Chelan,Monitor,2,215.0,,-120.4243,47.4905,
Douglas,Grand Coulee,2,23.0,,-119.0004,47.9428,
Greene,Beavercreek,2,215.0,,-84.0618,39.717,
Grays Harbor,Copalis Crossing,2,187.5,,-124.0746,47.1106,
Lincoln,Ford,2,138.0,,-117.8058,47.9089,
Grant,Hartline,2,118.0,,-119.1056,47.6902,
Lincoln,Creston,2,128.5,,-118.5191,47.7587,
Burlington,Joint Base Mdl,2,30.0,,-74.5792,40.032,
Lewis,Galvin,2,215.0,,-123.0263,46.7416,
Kitsap,Gig Harbor,2,226.5,,-122.6658,47.3834,
Nueces,Corpus Christi,2,237.0,,-97.3736,27.6852,
Kittitas,Vantage,2,215.0,,-119.9899,46.9447,
Fairfax,Vienna,2,33.5,,-77.264,38.9006,
Laramie,Cheyenne,2,128.5,,-104.8226,41.1559,
Escambia,Pensacola,2,122.0,,-87.2837,30.4414,
Bexar,Converse,2,215.0,,-98.3121,29.5153,
Montgomery,Bethesda,2,207.5,,-77.0969,38.9864,
Bexar,Jbsa Lackland,2,215.0,,-98.6194,29.3828,
Dekalb,Decatur,2,152.0,,-84.2966,33.7744,
Fairfax,Herndon,2,120.5,,-77.4075,38.9485,
Marin,Mill Valley,2,215.0,,-122.5482,37.9077,
Maui,Kihei,2,215.0,,-156.4633,20.7825,
Fairfax,Burke,2,217.5,,-77.2719,38.7936,
Chesapeake,Chesapeake,2,237.0,,-76.3326,36.7955,
Mason,Olympia,2,261.5,,-122.9233,47.0378,
Adams,Washtucna,2,149.5,,-118.311,46.7558,
Orange,Irvine,2,217.5,,-117.7888,33.6896,
Contra Costa,Walnut Creek,2,126.5,,-122.0375,37.9091,
Alameda,Dublin,2,215.0,,-121.9164,37.7042,
Honolulu,Honolulu,2,118.0,,-157.94,21.3418,
Allegheny,Pittsburgh,2,254.0,,-80.0068,40.4999,
Ferry,Orient,2,215.0,,-118.2087,48.8683,
Fairfax,Fort Belvoir,2,217.5,,-77.1352,38.6884,
Anne Arundel,Fort George G Meade,2,123.5,,-76.7352,39.1085,
Hamilton,Cincinnati,2,215.0,,-84.3618,39.1871,
Kootenai,Post Falls,2,215.0,,-116.9481,47.7119,
Klickitat,Wishram,2,173.5,,-120.9646,45.6594,
Klickitat,Wahkiacus,2,37.5,,-121.1072,45.8466,
Stanislaus,Turlock,1,215.0,,-120.8535,37.5338,
St. Mary'S,Lexington Park,1,215.0,,-76.4528,38.2656,
Stafford,Fredericksburg,1,220.0,,-77.4406,38.3376,
El Paso,Monument,1,215.0,,-104.8716,39.0915,
Orange,Laguna Niguel,1,200.0,,-117.7082,33.5606,
Douglas,Quincy,1,222.0,,-119.8534,47.2375,
Sussex,Stanhope,1,84.0,,-74.7089,40.9035,
Cook,Streamwood,1,21.0,,-88.1756,42.0121,
Suffolk,Hyde Park,1,220.0,,-71.1239,42.2564,
Cowlitz,Amboy,1,215.0,,-122.4215,45.9196,
Cowlitz,Silver Lake,1,215.0,,-122.8112,46.2969,
Stevens,Tumtum,1,215.0,,-117.6702,47.8927,
Cumberland,Mechanicsburg,1,215.0,,-76.997,40.2472,
Currituck,Moyock,1,215.0,,-76.1761,36.5229,
Stevens,Northport,1,215.0,,-117.7781,48.9174,
Dallas,Carrollton,1,215.0,,-96.8902,32.9756,
Dallas,Dallas,1,215.0,,-96.8352,32.7586,
Davidson,Nashville,1,215.0,,-86.7837,36.1186,
Stevens,Gifford,1,38.0,,-118.1363,48.3108,
St. Mary'S,Leonardtown,1,215.0,,-76.6357,38.2922,
Douglas,Coulee City,1,215.0,,-119.2882,47.6123,
Denver,Denver,1,215.0,,-104.9498,39.7336,
Ferry,Danville,1,215.0,,-118.508,48.9924,
St. Mary'S,California,1,215.0,,-76.5194,38.3034,
Hardin,Rineyville,1,215.0,,-85.971,37.7504,
Gwinnett,Suwanee,1,215.0,,-84.0648,34.0574,
Hall,Buford,1,215.0,,-83.9791,34.0772,
Solano,Vacaville,1,215.0,,-121.9926,38.3522,
Solano,Travis Afb,1,215.0,,-121.933,38.2715,
Solano,Benicia,1,215.0,,-122.1535,38.0528,
Hamilton,Westfield,1,239.0,,-86.1352,40.0425,
Harford,Aberdeen Proving Ground,1,215.0,,-76.133,39.4833,
Grant,Stratford,1,215.0,,-119.2784,47.4263,
Snohomish,Startup,1,215.0,,-121.8169,47.8623,
Harford,Gunpowder,1,215.0,,-76.2977,39.4014,
Harnett,Bunnlevel,1,215.0,,-78.7815,35.3091,
Harnett,Sanford,1,215.0,,-79.1469,35.4533,
Harnett,Spring Lake,1,215.0,,-78.9758,35.1726,
Harris,Baytown,1,21.0,,-94.9797,29.7961,
Guam,Dededo,1,26.0,,144.8446,13.5656,
Grant,Lakeview,1,25.0,,-119.4832,47.389,
St. Louis,Ballwin,1,42.0,,-90.5077,38.5703,
Ferry,Inchelium,1,200.0,,-118.1966,48.2981,
St. Clair,Belleville,1,39.0,,-89.9842,38.5124,
St. Charles,O Fallon,1,215.0,,-90.7025,38.7701,
Fairfax,Falls Church,1,291.0,,-77.1309,38.8495,
Fairfax,Mc Lean,1,21.0,,-77.1849,38.9368,
Fairfax,Reston,1,20.0,,-77.3545,38.9598,
Tarrant,Southlake,1,220.0,,-97.1312,32.9426,
Forsyth,Cumming,1,215.0,,-84.1848,34.1271,
Grant,Almira,1,215.0,,-118.9402,47.7109,
Frederick,Frederick,1,215.0,,-77.412,39.4157,
Frederick,Middletown,1,37.0,,-77.5464,39.4439,
Garfield,Enid,1,215.0,,-97.8963,36.3986,
Geary,Fort Riley,1,215.0,,-96.7816,39.0675,
Goochland,Henrico,1,215.0,,-77.6332,37.617,
Talladega,Talladega,1,21.0,,-86.1024,33.4346,
Collin,Plano,1,37.0,,-96.8213,33.0818,
Texas,Summersville,1,215.0,,-91.6568,37.1796,
Whitman,Lamont,1,25.0,,-117.9063,47.2014,
Bannock,Pocatello,1,291.0,,-112.4617,42.9179,
Barnstable,Brewster,1,220.0,,-70.0662,41.7592,
Beaufort,Bluffton,1,215.0,,-80.8613,32.2372,
Beaver,Rochester,1,215.0,,-80.2858,40.7012,
Bell,Killeen,1,215.0,,-97.7634,31.1058,
Benton,Paterson,1,215.0,,-119.6031,45.9397,
Benton,Plymouth,1,53.0,,-119.3511,45.9356,
Whitman,Malden,1,38.0,,-117.4751,47.2288,
Benton,Pros,1,215.0,,-119.769,46.2066,
Caddo,Shreveport,1,215.0,,-93.6982,32.4169,
Benton,Rich,1,215.0,,-119.2737,46.2739,
Whitman,Farmington,1,21.0,,-117.0455,47.0892,
Berkeley,Hanahan,1,215.0,,-80.008,32.9035,
Berkeley,Moncks Corner,1,21.0,,-80.0124,33.1967,
Bexar,San Antonio,1,215.0,,-98.7228,29.4454,
Brevard,Melbourne,1,215.0,,-80.684,28.0788,
Bristol,North Dartmouth,1,215.0,,-70.9807,41.6405,
Brown,Green Bay,1,220.0,,-88.0862,44.5697,
Williamsburg,Williamsburg,1,38.0,,-76.7103,37.2757,
Williamson,Austin,1,220.0,,-97.794,30.4927,
Williamson,Brentwood,1,23.0,,-86.7888,36.0331,
Williamson,Hutto,1,215.0,,-97.5423,30.5437,
Yuba,Beale Afb,1,215.0,,-121.3373,39.0943,
Adams,Hatton,1,266.0,,-119.1742,46.8262,
York,Williamsburg,1,215.0,,-76.7103,37.2757,
Alameda,Berkeley,1,215.0,,-122.2702,37.9006,
Alameda,Fremont,1,215.0,,-121.9833,37.5515,
Anchorage,Eagle River,1,215.0,,-149.5671,61.3216,
Anne Arundel,Crofton,1,25.0,,-76.6908,39.0119,
Yakima,Prosser,1,215.0,,-119.769,46.2066,
Anne Arundel,Edgewater,1,200.0,,-76.5657,38.926,
Anne Arundel,Gambrills,1,47.0,,-76.6969,39.0606,
Anne Arundel,Hanover,1,215.0,,-76.7201,39.1559,
Anne Arundel,Odenton,1,215.0,,-76.695,39.0814,
Yakima,Harrah,1,53.0,,-120.5435,46.4036,
Anne Arundel,Pasadena,1,215.0,,-76.5729,39.1097,
Atlantic,Egg Harbor Township,1,215.0,,-74.5811,39.3623,
Baldwin,Foley,1,215.0,,-87.6838,30.4061,
Wise,Alvord,1,200.0,,-97.6945,33.3591,
Bucks,Feasterville Trevose,1,215.0,,-74.9714,40.126,
Cook,Skokie,1,215.0,,-87.7554,42.0263,
Cochise,Fort Huachuca,1,215.0,,-110.3462,31.5551,
Clark,North Las Vegas,1,215.0,,-115.1476,36.2335,
Cobb,Marietta,1,153.0,,-84.4114,33.9696,
Ventura,Ventura,1,215.0,,-119.2931,34.2794,
Ventura,Port Hueneme,1,215.0,,-119.1956,34.1502,
Ventura,Moorpark,1,125.0,,-118.8822,34.2871,
Camden,Camden,1,215.0,,-75.1193,39.9396,
Hartford,Newington,1,220.0,,-72.7191,41.6956,
Columbia,Evans,1,215.0,,-82.1303,33.5334,
Columbia,Grovetown,1,42.0,,-82.2036,33.4524,
Contra Costa,Bay Point,1,215.0,,-121.8885,38.0195,
Contra Costa,Lafayette,1,215.0,,-122.1281,37.8908,
Contra Costa,Martinez,1,215.0,,-122.1349,38.0139,
Cook,Des Plaines,1,215.0,,-87.8892,42.0423,
Clark,Henderson,1,322.0,,-115.1463,35.9556,
Clallam,La Push,1,19.0,,-124.3854,47.9501,
Clallam,Beaver,1,38.0,,-124.3315,48.0543,
Wake,Holly Springs,1,215.0,,-78.8336,35.6524,
Camden,Saint Marys,1,215.0,,-81.5461,30.7312,
Carroll,Westminster,1,19.0,,-76.9922,39.5747,
Charlottesville,Charlottesville,1,21.0,,-78.4746,38.0604,
Chelan,Dryden,1,215.0,,-120.5598,47.5413,
Weld,Windsor,1,215.0,,-104.9014,40.4785,
Wayne,Taylor,1,215.0,,-83.2628,42.2266,
Washtenaw,Ann Arbor,1,6.0,,-83.6837,42.2871,
Chelan,Holden Village,1,220.0,,-120.0145,47.8398,
Washington,Beaverton,1,215.0,,-122.8843,45.5304,
Wasco,The Dalles,1,6.0,,-121.1833,45.6017,
Chesterfield,North Chesterfield,1,215.0,,-77.6012,37.4995,
Christian,Ozark,1,21.0,,-93.2063,37.0213,
Walla Walla,Dixie,1,215.0,,-118.1557,46.1405,
Clackamas,Damascus,1,238.0,,-122.4569,45.4176,
Wake,Morrisville,1,215.0,,-78.8302,35.823,
Harris,Houston,1,289.0,,-95.3695,29.7608,
Howard,Laurel,1,215.0,,-76.8389,39.1142,
Hennepin,Minneapolis,1,220.0,,-93.2827,44.9429,
Middlesex,Hanscom Afb,1,215.0,,-71.2831,42.4598,
Mason,Mccleary,1,215.0,,-123.264,47.0495,
Meade,Fort Knox,1,215.0,,-85.9624,37.8817,
Medina,San Antonio,1,215.0,,-98.7228,29.4454,
Mercer,Princeton,1,38.0,,-74.609,40.3752,
Miami-Dade,Coral Gables,1,215.0,,-80.2715,25.7197,
Pierce,Mcchord Afb,1,29.0,,-122.5297,47.1272,
Miami-Dade,Hialeah,1,215.0,,-80.3479,25.8898,
Middlesex,Cambridge,1,215.0,,-71.106,42.3668,
Middlesex,Somerville,1,215.0,,-71.1039,42.3972,
Middlesex,Winchester,1,215.0,,-71.1457,42.4496,
Miller,Lake Ozark,1,215.0,,-92.6227,38.1803,
Pierce,Incorporated,1,215.0,,-122.515,47.162,
Milwaukee,Milwaukee,1,215.0,,-87.9107,43.1186,
Monroe,Tomah,1,215.0,,-90.5048,43.9727,
Monterey,Marina,1,30.0,,-121.8023,36.6816,
Monterey,Pacific Grove,1,25.0,,-121.9185,36.6196,
Montgomery,Conroe,1,238.0,,-95.4946,30.3388,
Mason,Bremerton,1,72.0,,-122.6522,47.5719,
Marion,Indianapolis,1,215.0,,-86.1314,39.9188,
Pulaski,Waynesville,1,322.0,,-92.2119,37.8227,
Providence,Providence,1,84.0,,-71.4467,41.815,
Prince William,Woodbridge,1,34.0,,-77.2474,38.6617,
Los Angeles,Torrance,1,215.0,,-118.3438,33.8666,
Prince William,Dumfries,1,38.0,,-77.3269,38.5673,
Loudoun,Ashburn,1,215.0,,-77.5305,38.9847,
Prince George'S,Fort Washington,1,215.0,,-77.0006,38.7406,
Prince George,Fort Lee,1,215.0,,-77.345,37.2429,
Prince George,Fort Gregg Adams,1,220.0,,-77.345,37.2429,
Madison,Saint Jacob,1,215.0,,-89.7684,38.7162,
Marin,San Rafael,1,26.0,,-122.5329,37.9746,
Platte,Kansas City,1,18.0,,-94.6727,39.2385,
Pima,Tucson,1,215.0,,-110.9369,32.3057,
Maricopa,Cave Creek,1,215.0,,-111.9551,33.8283,
Maricopa,Peoria,1,215.0,,-112.3302,33.7534,
Montgomery,Dayton,1,39.0,,-84.1957,39.6233,
Montgomery,Gaithersburg,1,215.0,,-77.2391,39.12,
Montgomery,Germantown,1,215.0,,-77.2705,39.1827,
Pacific,Frances,1,84.0,,-123.7299,46.6887,
Okanogan,Conconully,1,215.0,,-119.7501,48.5578,
Okanogan,Elmer City,1,215.0,,-118.9534,47.9988,
Okanogan,Malott,1,215.0,,-119.7062,48.2828,
Okanogan,Nespelem,1,150.0,,-118.9766,48.1664,
Olmsted,Rochester,1,215.0,,-92.4787,44.0301,
Orange,Aliso Viejo,1,30.0,,-117.7268,33.5696,
Orange,Buena Park,1,19.0,,-118.017,33.8348,
Montgomery,Montgomery,1,215.0,,-86.3404,32.3804,
Pacific,Bay Center,1,38.0,,-123.9552,46.6319,
Otero,Holloman Air Force Base,1,25.0,,-106.0696,32.833,
Osceola,Kissimmee,1,215.0,,-81.5455,28.3162,
Orange,Winter Park,1,215.0,,-81.3127,28.5926,
Orange,Trabuco Canyon,1,215.0,,-117.5903,33.6617,
Orange,Ladera Ranch,1,215.0,,-117.6388,33.5706,
Orange,Midway City,1,215.0,,-117.9865,33.7447,
Orange,Maitland,1,238.0,,-81.3645,28.6274,
Okanogan,Chelan,1,75.0,,-120.0145,47.8398,
Okaloosa,Niceville,1,42.0,,-86.4868,30.5206,
Okaloosa,Crestview,1,14.0,,-86.571,30.7618,
Pacific,Smith Creek,1,215.0,,-123.7299,46.6887,
Montgomery,Pike Road,1,42.0,,-86.0472,32.3154,
Moore,Vass,1,215.0,,-79.2819,35.2578,
Multnomah,Gresham,1,215.0,,-122.388,45.4834,
Muscogee,Fort Benning,1,308.0,,-84.9562,32.3575,
Philadelphia,Philadelphia,1,42.0,,-75.1622,39.9522,
Penobscot,Brewer,1,6.0,,-68.7643,44.7956,
New London,Gales Ferry,1,215.0,,-72.0816,41.4262,
Pend Oreille,Metaline,1,33.0,,-117.3888,48.856,
New London,Mystic,1,322.0,,-71.9603,41.3506,
New London,Old Lyme,1,38.0,,-72.3342,41.3239,
Palm Beach,Boca Raton,1,291.0,,-80.0884,26.3505,
New London,Waterford,1,42.0,,-72.1385,41.3459,
Newport,Newport,1,25.0,,-71.3109,41.4926,
Pulaski,Saint Robert,1,215.0,,-92.1415,37.8225,
Richmond,Augusta,1,38.0,,-82.0655,33.481,
Snohomish,Martha Lake,1,215.0,,-122.2798,47.8573,
Shelby,Arlington,1,215.0,,-89.6746,35.2917,
Skagit,Marblemount,1,42.0,,-121.416,48.5274,
Kern,Edwards,1,100.0,,-117.9391,34.9278,
Kitsap,Belfair,1,25.0,,-122.828,47.45,
Klickitat,Alderdale,1,215.0,,-119.769,46.2066,
Klickitat,Appleton,1,39.0,,-121.2854,45.6939,
Klickitat,Maryhill,1,42.0,,-120.8254,45.823,
Klickitat,Northwestern Lake,1,215.0,,-121.487,45.7278,
Shelby,Memphis,1,21.0,,-90.0414,35.1505,
Sedgwick,Derby,1,21.0,,-97.2701,37.5453,
Skagit,Rockport,1,259.0,,-121.5927,48.4876,
Klickitat,Roosevelt,1,28.0,,-120.8254,45.823,
Saratoga,Saratoga Springs,1,42.0,,-73.7844,43.0841,
Saratoga,Greenfield Center,1,200.0,,-73.8464,43.1284,
Sarasota,Sarasota,1,220.0,,-82.559,27.2734,
Santa Cruz,Rio Rico,1,215.0,,-110.9823,31.4752,
Santa Clara,Palo Alto,1,215.0,,-122.1257,37.4472,
Kootenai,Rathdrum,1,26.0,,-116.8964,47.8114,
Santa Clara,Morgan Hill,1,42.0,,-121.6619,37.1261,
Kern,California City,1,215.0,,-117.9856,35.1289,
Kent,Greene,1,215.0,,-71.7461,41.6966,
Riverside,Cathedral City,1,215.0,,-116.4644,33.781,
Hudson,Harrison,1,215.0,,-74.1584,40.7462,
Henrico,Henrico,1,42.0,,-77.3778,37.5183,
Hoke,Raeford,1,215.0,,-79.224,34.9786,
Honolulu,Ewa Beach,1,25.0,,-158.0083,21.3143,
Houston,Warner Robins,1,215.0,,-83.5936,32.6186,
Howard,Dayton,1,53.0,,-76.9918,39.2416,
Orange,Lake Forest,1,291.0,,-117.7174,33.6283,
Howard,Woodbine,1,215.0,,-77.0641,39.3581,
Jackson,Ocean Springs,1,215.0,,-88.8076,30.4163,
Kent,Dover,1,42.0,,-75.5247,39.158,
James City,Toano,1,215.0,,-76.8054,37.381,
Jefferson,Evans Mills,1,215.0,,-75.8098,44.091,
Jefferson,Gardiner,1,258.0,,-123.1037,48.0796,
Jefferson,Watertown,1,215.0,,-75.814,44.0446,
Johnson,Warrensburg,1,215.0,,-93.7412,38.7712,
Kane,Geneva,1,215.0,,-88.3051,41.8874,
Kauai,Kekaha,1,22.0,,-159.7129,21.966,
Skagit,Stanwood,1,215.0,,-122.3726,48.2416,
Kootenai,Worley,1,215.0,,-116.919,47.4008,
San Mateo,San Mateo,1,215.0,,-122.3299,37.5565,
San Bernardino,Rancho Cucamonga,1,215.0,,-117.5344,34.1094,
San Bernardino,Helendale,1,215.0,,-117.3221,34.7449,
Los Angeles,El Monte,1,215.0,,-118.0207,34.0532,
San Bernardino,Barstow,1,32.0,,-117.0255,34.8931,
Los Angeles,Gardena,1,19.0,,-118.3196,33.8975,
Saginaw,Saginaw,1,25.0,,-84.0247,43.4448,
Sacramento,Sacramento,1,215.0,,-121.4984,38.6244,
Sacramento,Folsom,1,215.0,,-121.1628,38.6818,
Los Angeles,Lancaster,1,215.0,,-118.1805,34.6853,
San Mateo,Redwood City,1,215.0,,-122.2277,37.4845,
Riverside,Winchester,1,42.0,,-117.085,33.7107,
Riverside,Wildomar,1,215.0,,-117.2624,33.6124,
Riverside,Temecula,1,42.0,,-117.1546,33.5361,
Los Angeles,Pacific Palisades,1,215.0,,-118.5269,34.0471,
Riverside,Palm Springs,1,215.0,,-116.5455,33.7724,
Riverside,Murrieta,1,215.0,,-117.1595,33.5502,
Riverside,Moreno Valley,1,215.0,,-117.2292,33.9475,
Riverside,Menifee,1,215.0,,-117.1742,33.7464,
Los Angeles,Culver City,1,42.0,,-118.3959,34.022,
Los Angeles,Calabasas,1,84.0,,-118.6933,34.1523,
San Diego,Encinitas,1,215.0,,-117.2926,33.0459,
San Diego,Escondido,1,215.0,,-117.0602,33.1421,
San Mateo,Pacifica,1,215.0,,-122.492,37.6353,
San Luis Obispo,Arroyo Grande,1,42.0,,-120.5768,35.1244,
Lake,Buffalo Grove,1,215.0,,-87.9661,42.1538,
Lake,Great Lakes,1,215.0,,-87.8622,42.3085,
Lake,Highland Park,1,215.0,,-87.7992,42.1857,
Lake,Lake Zurich,1,215.0,,-88.0913,42.1975,
Larimer,Timnath,1,215.0,,-104.9823,40.5298,
Lee,Smiths Station,1,220.0,,-85.0896,32.5409,
Lincoln,Almira,1,215.0,,-118.9402,47.7109,
San Juan,Deer Harbor,1,238.0,,-123.0003,48.6199,
Lincoln,Edwall,1,322.0,,-117.9511,47.5052,
Lincoln,Newport,1,215.0,,-124.0577,44.6323,
Los Angeles,Arcadia,1,220.0,,-118.0279,34.1455,
San Diego,Fallbrook,1,215.0,,-117.2532,33.3847,
Yuba,Olivehurst,1,215.0,,-121.5513,39.101,
