Feature,Importance
EV_Count,0.9784877395970087
Distance_From_Seattle,0.015774960032474653
County_Encoded,0.0026920547452775768
Avg_MSRP,0.001962916088018894
Distance_From_Spokane,0.00048335838421985616
Avg_Range,0.00032301548765703054
Range_Std,0.00020777183993135332
BEV_Ratio,3.2370548584734724e-05
Avg_Age,1.9961390705830923e-05
Make_Diversity,9.45108314391507e-06
PHEV_Ratio,6.400802977343024e-06
